	n_runs
LACTB2-AS1	4
SLC35G5	4
IDH3A	4
RILPL2	4
NHLRC3	4
MAP3K15	4
TRAF7	4
NUP62CL	4
MZT2B	4
SYP	4
TRIM52-AS1	4
FBRSL1	4
APLP1	4
EAF2	4
DMTF1-AS1	4
ZNF503	4
LRPPRC	4
TRIM59	4
MTERF3	4
TRIM4	4
ATP6V1B2	4
PRKAG1	4
PUF60	4
ENSG00000290833	4
ATP6V0A2	4
ENSG00000223969	4
ENSG00000265912	4
RSBN1	4
LCNL1	4
WIPI2	4
CCDC24	4
ENSG00000291188	4
LINC00937	4
MRM1	4
PNMA8C	4
ENSG00000287190	4
ZNF594-DT	4
RALGDS	4
ZNF628	4
ARL6	4
ATF3	4
ENSG00000269886	3
KIAA1671-AS1	3
ENSG00000262967	3
ENSG00000229673	3
SMC2-DT	3
ITPRID2-DT	3
ENSG00000264968	3
ENSG00000256204	3
PON2	3
RYR3	3
DNAJC2	3
LARGE-IT1	3
LSMEM1	3
ENSG00000261736	3
SPNS3	3
LINC00664	3
ENSG00000289175	3
HELZ	3
ENSG00000274341	3
ENSG00000267565	3
ENSG00000282915	3
ENSG00000291157	3
ENSG00000256712	3
IFI44L	3
LGALS3	3
MBD6	3
ENSG00000255478	3
ENSG00000273153	3
NDUFA13	3
LMO7-AS1	3
TMBIM1	3
SENCR	3
ENSG00000276334	3
FAM220A	3
MACROH2A1	3
ZNF32-AS3	3
SEMA5A-AS1	3
ZNF502	3
ENSG00000265907	3
LINC01585	3
GATM	3
LKAAEAR1	3
ZNF133	3
CBR3-AS1	3
ENSG00000289421	3
ACSBG1	3
ICE2	3
MPRIP	3
ENSG00000225703	3
PGRMC1	3
DESI1	3
EVI2B	3
WBP1L	3
PSMB5	3
ENSG00000289527	3
TNFRSF14-AS1	3
ENSG00000287592	3
ENSG00000258580	3
ENSG00000285519	3
POLR3E	3
CA8	3
LINC01836	3
GINS1	3
TEKT2	3
DDX31	3
FAM90A1	3
ZNF688	3
ZNF410	3
ATP5F1D	3
ZDHHC4	3
CARD8	3
ASB16-AS1	3
ENSG00000261669	3
DPF1	3
ENSG00000231519	3
ENSG00000287165	3
MYO1C	3
GJC2	3
ENSG00000231393	3
ENSG00000289231	3
ANXA10	3
OLFML2A	3
SIRPA	3
ACOT4	3
RNF216	3
NID2	3
ENSG00000273828	3
ATP8B4	3
PCNX4-DT	3
ENSG00000289004	3
CNIH1	3
B3GNT9	3
TMPRSS3	3
INTS6-AS1	3
ZNF687	3
ENSG00000272844	3
ENSG00000289653	3
ENSG00000226849	3
EBNA1BP2	3
ENSG00000289914	3
PDE6C	3
HBA1	3
RXRG	3
ENSG00000267764	3
AP1M2	3
IL17RA	3
AXL	3
RAB18	3
FBXW2	3
TAF1B	3
PEX26	3
NBL1	3
ENSG00000290553	3
ZFX	3
DIS3	3
ULK4P3	3
ENSG00000289182	3
ZNF534	3
LILRB5	3
RPRM	3
HIF1AN	3
DROSHA	3
AP3M1	3
ZFYVE27	3
CCAR1	3
ENSG00000291178	3
PIAS1	3
SYDE2	3
ENSG00000280384	3
ENSG00000266644	3
PLPPR3	3
FBXO27	3
ENSG00000287948	3
BMP4	3
JPT1	3
IDH3B	3
SRP72	3
CNOT6L	3
RAMAC	3
HOXA5	3
CHUK	3
TRPM3	3
BET1	3
PPIL2	3
TRMT1	3
DPYSL2	3
ZNF667-AS1	3
DECR1	3
C4orf45	3
ENSG00000234622	3
ENSG00000272109	3
PGM5P4-AS1	3
ENSG00000268628	3
ENSG00000262652	3
ENSG00000231992	3
PRECSIT	3
RBM10	3
ITGA3	3
LINC01775	3
ENSG00000286535	3
ZSWIM7	3
TCEA1	3
STYXL1	3
EIF4A3	3
GON7	3
CAPN5	3
RWDD4	3
LMO2	3
SYTL2	3
MAPKAP1	3
TAPT1	3
RHOH	3
MAGEA1	3
TTC9B	3
IL6R	3
TAF3	3
GLYR1	3
KEAP1	3
EMSY-DT	3
ENSG00000289839	3
BACE1	3
SUN1	3
TUBGCP4	3
MPC2	3
ENSG00000268292	3
INHBA	3
ENSG00000265477	3
HNRNPA1L3	3
ENSG00000267244	3
TRAK2	3
C2orf80	3
GPAM	3
MTF2	3
PIGK	3
PIK3R3	3
NCAPG2	3
GFPT1	3
PSMD1	3
TMEM154	3
KIAA1143	3
PATZ1	3
PMFBP1	3
ENSG00000260616	3
HOPX	3
TATDN3	3
ZNF654	3
ABRAXAS2	3
FASTKD1	3
FANCL	3
METTL21A	3
DLAT	3
LUC7L2	3
HLTF	3
ENSG00000262115	3
RABGGTA	3
TESPA1	3
KATNBL1	3
GCC2	3
CCNT1	3
CENPO	3
CSE1L	3
KCND1	3
ENSG00000269427	3
MICOS13	3
ENSG00000277007	3
RPA2	3
MMP2-AS1	3
ENSG00000268560	3
ENSG00000271716	3
ENSG00000254676	3
TRIQK	3
ENSG00000289381	3
BCAT2	3
ENSG00000259275	3
RTL1	3
ENSG00000278576	3
ENSG00000287264	3
ENSG00000271009	3
PCOTH	3
TSKU-AS1	3
ENSG00000276259	3
ZMAT1	3
ZNF718	3
CCDC183-AS1	3
LINC00861	3
TTPAL	3
ENSG00000269189	3
CRELD2	3
ENSG00000261766	3
CHM	3
PRUNE2	3
C1orf159	3
GIMAP4	3
ENSG00000260723	3
LINC01063	3
YDJC	3
ADI1	3
XIST	3
STK25	3
MRM2	3
ENSG00000245156	3
ENSG00000260160	3
ENSG00000284747	3
RANBP1	3
ENPP2	3
SOX7	3
FBXO43	3
C13orf42	3
TNK1	3
COBL	3
GPR162	3
EXOSC10	3
ISY1	3
RASSF6	3
CDKN2B	3
ENSG00000290074	3
PLA2G2A	3
ENSG00000290586	3
ENSG00000276337	3
CHRNB1	3
TCF4-AS2	3
POLD2	3
ACTC1	3
ENSG00000289069	3
CIAPIN1	3
UTP18	3
MYL5	3
DGCR8	3
FBLN1	3
CCL4L2	3
ENSG00000288980	3
ENSG00000289061	3
GAGE12J	3
ENSG00000240143	3
TEKTIP1	3
MAGEA4-AS1	3
ENSG00000268798	3
ENSG00000288797	3
NOP2	3
ENSG00000256013	3
MGST1	3
LINC02582	3
FAM53C	3
ZNF317	3
VSIG2	3
ENSG00000288704	3
ENSG00000280614	3
DCTN3	3
ADM5	3
TRIM37	3
RBP1	3
ENSG00000288808	3
ZFP42	3
ADA2	3
BRWD1-AS2	3
RPP14	3
L3MBTL2-AS1	3
ALDOC	3
ENSG00000269570	3
SCYL1	3
ENSG00000287952	3
RALYL	3
STX1B	3
RNF185	3
SACM1L	3
ALDH6A1	3
ING3	3
CHEK1	3
ZNF638	3
ENSG00000235533	3
SMIM2-AS1	3
MAGIX	3
ITGAD	3
AP2M1	3
ENSG00000254653	3
ENSG00000272478	3
ENSG00000236234	3
MIR4733HG	3
MUTYH	3
ACO2	3
MYO1B	3
RPL36	3
ENSG00000227279	3
INMT	3
ENSG00000291299	3
ENSG00000264754	3
DNM3OS	3
CLPX	3
DRC3	3
ECM1	3
AMBRA1	3
ENSG00000286895	3
KIF20A	3
CKAP2L	3
CIR1	3
LINC00494	3
ZNF444	3
CT45A10	3
PSMA8	3
YIPF6	3
FAM47E	3
RAD51AP1	3
FAM174B	3
DISC1FP1	3
BIRC7	3
TYRP1	3
SULT1C4	3
GNG4	3
PTRHD1	3
CT45A3	3
ENSG00000273369	3
ENSG00000274825	3
ENSG00000279494	3
CUBN	3
TRAPPC6A	3
COQ10B	3
SCARF1	3
CTNS-AS1	3
ENSG00000258400	3
TAMM41	3
LAMB1	3
ARHGEF37	3
REC8	3
IGFL2-AS1	3
MAN2B1	3
ZNF708	3
ENSG00000290591	3
CDC20	3
CRABP2	3
UGT2B7	3
NKAIN4	3
ALG3	3
CELF1	3
KCNAB2	3
LINC00513	3
SERPINI1	3
PLPP6	3
ENSG00000264019	3
CMTM6	3
HK1	3
ENSG00000289505	3
ENSG00000286722	3
RNF115	3
ENSG00000277020	3
ENSG00000289532	3
LINC02265	3
MEFV	3
NR2F1	3
ENSG00000240801	3
ESAM	3
ENSG00000287625	3
MAPK1	3
VSTM1	3
DFFA	3
ZNF326	3
PPP4R2	3
SORT1	3
FNDC10	3
CSRP1-AS1	3
ENSG00000245025	3
MIAT	3
PIGU	3
C3orf20	3
ENSG00000290920	3
ASAH2	3
RHOC	3
LINC02256	3
TPRG1L	3
ELAPOR1	3
LINC00491	3
HNRNPA2B1	3
ENSG00000289843	3
ENSG00000238246	3
SS18L1	3
C2orf49-DT	3
PPP1R15A	3
ZSCAN1	3
SREK1	3
TCTN3	3
ZNF91	3
SKA2	3
EFHD1	3
RAB3A	3
MTHFD2L	3
CCDC65	3
ENSG00000260304	3
TAS2R20	3
ENSG00000259635	3
ENSG00000291233	3
ASB2	3
PIGG	3
LINC01731	3
SLC7A8	3
SLC6A20	3
CMTM2	3
ENSG00000278467	3
MELTF	3
RPL15	3
PSMD14-DT	3
FOXO6	3
DOCK9	3
MZF1-AS1	3
HBQ1	3
EPHA2	3
KITLG	3
ENSG00000287712	3
FAM131B-AS2	3
ENSG00000285587	3
ENSG00000290044	3
LINC00702	3
CSAG3	3
ENSG00000291291	3
DRAIC	3
NPC2	3
SEMA3B	3
ENSG00000288043	3
CSAG4	3
ENSG00000257221	3
SLC16A4-AS1	3
NSUN4	3
PTGER4	3
RBM7	3
HOXB7	3
AK3	3
LINC01970	3
KIF4A	3
GNPNAT1	3
NEUROG2	3
ZNF697	3
SLC5A9	3
TRAIP	3
ENSG00000289425	3
RBP5	3
CD81	3
ENSG00000224972	3
WBP2	3
SP110	3
MAN2A2	3
CLEC1A	3
GNAS-AS1	3
ZC3H7B	3
PPAN	3
GNA11	3
CDX2	3
FUT8-AS1	3
ENSG00000258891	3
MYLK3	3
THRIL	3
IPO4	3
YTHDF3-DT	3
NME6	3
PRKAR2A	3
GOLPH3L	3
RBM15	3
EGR2	3
OS9	3
LINC01480	3
EAPP	3
IQCG	3
LINC02440	3
TOE1	3
ENSG00000250990	3
ENSG00000242375	3
EMC6	3
PIP5KL1	3
DHX36	3
CCDC69	3
PILRB	3
HSPA12A	3
PLCXD2	3
TRDMT1	3
WASHC4	3
ARL5A	3
ENSG00000230612	3
ENSG00000261296	3
RTN2	3
TARS1	3
ENSG00000250917	3
NR1D2	3
ENSG00000263105	3
TRPV1	3
GJA4	3
CCL2	3
TBX2	3
ZCCHC17	3
ENSG00000230694	3
ENSG00000285651	3
SLC22A18AS	3
YBX2	3
THAP10	3
SATL1	3
ABHD17B	3
ODR4	3
FAM131B-AS1	3
JHY	3
CCDC103	3
HLX	3
ST7-AS1	3
STAG3L5P	3
CFH	3
MLXIP	3
ENSG00000291250	3
KANSL2	3
ENSG00000267030	3
UBE2C	3
ENSG00000232347	3
TDRD7	3
ENSG00000286366	3
PCDHA12	3
KIAA0930	3
CHAMP1	3
CLTRN	3
SLCO4A1-AS2	3
ENSG00000261799	3
MED1	3
LAS1L	3
APOC2	3
UBE2J2	3
ENSG00000251867	3
SLU7	3
EDF1	3
CAND2	3
DNAJB9	3
HNRNPR	3
ANXA6	3
MED8	3
IP6K2	3
XPNPEP1	3
PDE6G	3
C1orf52	3
DHRS3	3
MAP7D2	3
CCBE1	3
ENSG00000274364	3
LPL	3
OPA1	3
TMEM94	3
IFNAR1	3
CLN5	3
DONSON	3
DOLK	3
JRKL	3
GPC4	3
ENSG00000289399	3
MAPRE2	3
GNAI3	3
FKBP1B	3
SLC52A2	3
PAGE2	3
TBX6	3
FABP3	3
ENSG00000248161	3
AATBC	3
IMP4	3
STAG2-AS1	3
ENSG00000283045	3
LONP1	3
LMNTD2	3
CBX2	3
PIGX	3
PTPN7	3
SSPN	3
PLBD1	3
FCGRT	3
ENSG00000289269	3
ENSG00000289089	3
ERLIN1	3
DYRK2	3
ENSG00000270071	3
PEF1	3
LRRC4	3
UMPS	3
CCDC127	3
C10orf71	3
ENSG00000289327	3
RETREG1-AS1	3
S1PR1	3
ABCB8	3
WDCP	3
DBNL	3
PAN3-AS1	3
ZSCAN30	3
STARD5	3
PCDHGC3	3
ARC	3
FEM1C	3
EFCAB7	3
SNHG26	3
MOB3C	3
MAL2	3
MAPT-AS1	3
ASL	3
TMEM263	3
RTKN2	3
PANK3	3
PCDHB16	3
GLRX	3
PXYLP1	3
SEMA6A-AS1	3
PAX8-AS1	3
ZNF175	3
ENSG00000267439	3
DICER1-AS1	3
SF3B2	3
COA4	3
CEP120	3
MAEA	3
BCHE	3
TAS2R14	3
USP51	3
SUV39H2-DT	3
DGAT1	3
ZFP69B	3
EIF3I	3
DPY19L2	3
LINC00629	3
GNA15	3
SLC31A1	3
EIF3B	3
LYRM7	3
ENSG00000286803	3
USP3-AS1	3
CDK7	3
GPN3	3
MRPS26	3
ENSG00000223842	3
CASP5	3
SIGLEC5	3
KLC2	3
ZNF367	3
LUM	3
ENSG00000228686	3
SMU1	3
TMX2	3
DAD1	3
APOLD1	3
ENSG00000250602	3
ENSG00000259398	3
ENSG00000260773	3
PPP4R3B-DT	3
ENSG00000288715	3
ABCC11	3
ENSG00000255847	3
ASCL1	3
SLC2A1	3
WASH2P	3
ENSG00000261430	3
TSPAN15	3
RGS2	3
ENSG00000278408	3
ENSG00000228625	3
DIMT1	3
SYCE2	3
CCT6B	3
GPR3	3
PSME1	3
CLPP	3
CSAG1	3
UBBP4	3
ENSG00000286401	3
ENSG00000277602	3
ADNP-AS1	3
MAP3K14-AS1	3
ZNF334	3
ENSG00000288969	3
RYR3-DT	3
CTDSP2	3
ZBTB47-AS1	3
ENSG00000284523	3
CCDC157	3
ISYNA1	3
ENSG00000238260	3
ENSG00000248378	3
ADAMTSL4-AS2	3
ENSG00000260196	3
ENSG00000286952	3
ENSG00000272750	3
ENSG00000267787	3
SDHAP4	3
SLC43A2	3
ADARB2	3
OR2L8	3
HYLS1	3
ENSG00000286322	3
SPTBN2	3
RTL10	3
SLC44A1	3
BOLA3-DT	3
FRZB	3
ENSG00000241679	3
SLC18A3	3
LINC02032	3
COL5A1	3
SLC30A1	3
ENSG00000286649	3
GNG5	3
KCNK15-AS1	3
ENSG00000275485	3
ENSG00000285948	3
ENSG00000259342	3
ENSG00000259201	3
SLC27A2	3
MECOM	3
PRUNE1	3
STARD8	3
RNFT2	3
GIT1	3
FCRL3	3
IDO1	3
ENSG00000237938	3
ZNF34	3
FHDC1	3
ENSG00000259250	3
KIF19	3
SLC25A34-AS1	3
MALL	3
ENSG00000253854	3
ENSG00000266947	3
ENSG00000253754	3
PWP2	3
TMPO-AS1	3
ENSG00000288911	3
AREG	3
LRRC10	3
ZNF581	3
ZBTB7B	3
ENSG00000259370	3
ENSG00000289901	3
ENSG00000254204	3
ENSG00000291283	3
GOLGA8R	3
SPRN	3
NR0B2	3
DRD4	3
ICE1	3
SULT2B1	3
PDGFA	3
WASIR2	3
ENSG00000264112	3
TWNK	3
CLDN1	3
ENSG00000287315	3
ENSG00000264596	3
GABRE	3
ENSG00000228540	3
LINC02166	3
ENSG00000270035	3
TNIK	3
ENSG00000290948	3
ENSG00000261513	3
SCOC-AS1	3
FES	3
CPB2	3
CDHR2	3
ENSG00000265801	3
C3orf14	3
OR4D1	3
ENSG00000289073	3
ENSG00000285979	3
DYNLT2B	3
NUTM2A	3
SLC12A3	3
ENSG00000225527	3
RIC3	3
ENSG00000289283	3
TRIM7-AS2	3
ACTA2	3
ENSG00000268289	3
ENSG00000291189	3
ENSG00000287539	3
PDF	3
ENSG00000259001	3
RAB13	3
ENSG00000254019	3
ENSG00000272416	3
SPACA5	3
LINC01023	3
ENSG00000282917	3
CHST6	3
ENSG00000260190	3
TSKU	3
CLCN3	3
TMEM202-AS1	3
ENSG00000274929	3
CNTNAP1	3
CCM2	3
LYSMD2	3
ERCC3	3
ARL6IP6	3
ENSG00000273179	3
ABCC2	3
TBL1XR1-AS1	3
ENSG00000253227	3
TBC1D17	3
SLC1A5	3
CYCS	3
NCAPD2	3
TRMT10C	3
TIFA	3
COSMOC	3
ANO9	3
SERPINE3	3
ENSG00000285879	3
WDR35	3
AMDHD1	3
ZFAND6	3
QRFPR	3
ENSG00000275910	3
ENSG00000264895	3
ENSG00000273391	3
EIF4E	3
TMEM19	3
KCNMB1	3
NCKIPSD	3
WWC2-AS1	3
TMEM35B	3
ZNF550	3
TFIP11-DT	3
ENSG00000261474	3
AMPH	3
ZNF214	3
INSYN2A	3
D2HGDH	3
IL27RA	3
PHF6	3
KDELR1	3
ENSG00000271204	3
ENSG00000263443	3
ACAA1	3
KISS1R	3
SNHG22	3
ENSG00000280767	3
KLHL7-DT	3
YJU2B	3
CCDC102A	3
FBXW8	3
CERS1	3
GLB1L2	3
ENSG00000273680	3
SSX1	3
TRAPPC2L	3
LRG1	3
ZBTB25	3
DEFA4	3
ENSG00000228566	3
ZNF236-DT	3
GFRA3	3
TM9SF4	3
MIATNB	3
ENSG00000228010	3
ENSG00000266578	3
GPRASP1	3
ENSG00000287494	3
ENSG00000262528	3
ENSG00000223901	3
ENSG00000275476	3
LINC01451	3
ZNF639	3
SKIC3	3
ENSG00000235902	3
DPH7	3
NTPCR	3
ENSG00000291255	3
ERP29	3
TBC1D10B	3
PMF1	3
CENPH	3
ENSG00000289271	3
APBB1IP	3
PTP4A2	3
TLCD4	3
RAB5C	3
IFIT1B	3
ZNF470-DT	3
ENSG00000288772	3
CENPN-AS1	3
ENSG00000259652	3
SCRG1	3
SCARB1	3
CMPK2	3
ABHD6	3
ENSG00000289926	3
ENSG00000260017	3
FAM131C	3
FAM3B	3
ENSG00000239415	3
ENSG00000277840	3
ATXN7L3-AS1	3
ENSG00000233547	3
GGT5	3
DND1	3
ZNF99	3
CNPY2	3
KANSL1-AS1	3
CSTA	3
NPNT	3
RPL26L1	3
PDXK	3
TMCC2	3
RGS18	3
FCGR3B	3
PPP1R3B-DT	3
SEC23IP	3
WHRN	3
SLC2A6	3
TRPS1-AS1	3
RLN1	3
RAB1A	3
FAM209B	3
RAD21	3
NASP	3
STK17A	3
PPOX	3
MED27	3
ENSG00000261118	3
CLBA1	3
XKR9	3
ENSG00000285803	3
HSPA2	3
DUS3L	3
MAGEB17	3
SH3BP5-AS1	3
RBM33	3
SNRNP40	3
PSTPIP2	3
GYPB	3
TMEM260	3
TET2-AS1	3
ENSG00000261170	3
SEMA4A	3
ICAM4	3
DYRK4	3
FAM107B	3
PHC2	3
TRAF3IP3	3
ENSG00000259336	3
TRIAP1	3
GABPA	3
CEP250-AS1	3
PRR7	3
LINC02954	3
OAS1	3
PRCP	3
MITD1	3
CD72	3
STAB1	3
TMEM132D-AS1	3
ITPRID2	3
ZNF703	3
ALDH9A1	3
MINDY2-DT	3
CDC20B	3
ENSG00000287680	3
WDR54	3
ACTN1	3
STAP2	3
PRSS22	3
SGTB	3
SETD7	3
SCG5	3
JAM2	3
P2RX1	3
STX17	3
CRYBG3	3
NUP210	3
KNL1	3
ENSG00000176320	3
ZNF213-AS1	3
ENSG00000287351	3
MPHOSPH8	3
PLIN2	3
SIRPB1	3
TUBGCP3	3
ENSG00000235119	3
PTPN22	3
RBM8A	3
DCP1B	3
PNPLA6	3
ENSG00000262580	3
ENSG00000291186	3
HAUS3	3
ENSG00000286444	3
PUS7L	3
EFNB1	3
CYP26C1	3
PAICS	3
FGG	3
PARD3-DT	3
MACORIS	3
MAU2	3
ENPEP	3
SAMD13	3
ITSN2	3
SLFN5	3
MINPP1	3
ITGB8-AS1	3
PIH1D2	3
ZNF580	3
ENSG00000288930	3
PCDHB12	3
COQ5	3
ENSG00000231970	3
UBQLN1	3
RIGI	3
CXCL13	3
SEC24B-AS1	3
ENSG00000255320	3
PTRH1	3
C1orf43	3
ENSG00000272479	3
HCK	3
METTL2B	3
CLK3	3
ENSG00000253986	3
CANT1	3
EPS15L1	3
MAIP1	3
MRPS25	3
UHMK1	3
LLGL2	3
ENSG00000286403	3
ENSG00000242590	3
ZNF154	3
ENSG00000225689	3
LILRA1	3
ZDHHC15	3
LCN15	3
SPON1	3
SEMA4G	3
TRAPPC1	3
ENSG00000260091	3
KRCC1	3
ENSG00000274943	3
BLOC1S4	3
STX4	3
COL17A1	3
KIR3DL2	3
METTL21C	3
NR2C2AP	3
KRTAP5-1	3
OR10A5	3
PINLYP	3
EBPL	3
HSF2BP	3
ZNF706	3
ACVR2B	3
ENSG00000286408	3
PGGT1B	3
MCRIP2	3
IL17RB	3
XRN2	3
ALOX12-AS1	3
CFAP58	3
TMEM129	3
SHD	3
HDHD5-AS1	3
DLX1	3
ZXDC	3
SCAT1	3
NFYC	3
DDX59	3
ERCC6	3
HSPA14	3
ZRANB2	3
TCP11L2	3
ENSG00000290124	3
NBPF8	3
USP30-AS1	3
ATAD3B	3
DENND6A-AS1	3
REXO4	3
PRCC	3
HSD17B14	3
C2CD5-AS1	3
TG	3
FOXP1-IT1	3
MAT2A	3
GMPR2	3
GDF10	3
MYL4	3
TARS3	3
TMEM123	3
ENSG00000249049	3
LINC03078	3
MFAP3	3
GLTP	3
ENSG00000267557	3
DIP2C-AS1	3
TNFAIP8L1	3
NPC1	3
CUL4A	3
ENSG00000274001	3
DCX	3
CASKIN1	3
RDM1	3
RBM17	3
DCTN2	3
SLAIN2	3
SIPA1	3
CCDC61	3
TOPORS	3
UBE2D1	3
CCDC97	3
ENSG00000262823	3
SNRPG	3
CENPX	3
RSPH14	3
ASIC1	3
RPAP3	3
ATP5MF	3
SLC26A2	3
CEND1	3
ADIPOR2	3
KAT14	3
KHK	3
CCDC57	3
MAMSTR	3
B3GNT4	3
PCDH20	3
FAM86B1	3
ATP1B1	3
RCN3	3
TSPAN5-DT	3
DOK2	3
CDAN1	3
PAQR9-AS1	3
SUSD3	3
OR7C1	3
PDCD6IP	3
SLC4A2	3
CCKBR	3
UBR7	3
SYNPO2	3
ZNF667	3
ENSG00000260588	3
GIMAP5	3
CCDC42	3
MAP3K11	3
PPFIBP2	3
RFC1	3
CLEC5A	3
MCM4	3
PDIK1L	3
TOX-DT	3
PCLAF	3
ENSG00000259118	3
SNX33	3
ZNF408	3
LINC02878	3
TMEM74B	3
INO80D-AS1	3
ENSG00000274204	3
TGFB1I1	3
BAHCC1	3
SLC4A7	3
ZNF668	3
ENSG00000240291	3
WDR19	3
SIN3B	3
TNFSF14	3
ENSG00000257449	3
DANT2	3
FAM111B	3
ENSG00000288716	3
KLHDC7B	3
DDX11-AS1	3
PSENEN	3
CCDC152	3
RGS14	3
KLF7-IT1	3
PPIEL	3
BMF	3
IRF1-AS1	3
SH3YL1	3
KCNAB1	3
EIF3J	3
ENSG00000270108	3
ENSG00000262482	3
ALS2CL	3
DKKL1	3
PKDCC	3
ENSG00000258666	3
MUC20	3
CD177	3
TNFRSF19	3
GKAP1	3
ZSCAN18	3
KIR2DL3	3
IQGAP2	3
GBAP1	3
SCN1B	3
ENSG00000230105	3
ENSG00000262198	3
CLDN7	3
LINC02362	3
IQGAP3	3
CCDC17	3
ENSG00000277369	3
KLF13	3
GALNT1	3
PTGES3	3
TYW3	3
LINC03014	3
RAB37	3
PLEKHA7	3
SLC25A42	3
PDZD8	3
NEUROD2	3
PLAC8	3
CPLX2	3
CAMTA2	3
NECAB2	3
AKAP5	3
FAM184B	3
USP31	3
CYP2A6	3
ENSG00000254343	3
ENSG00000290070	3
HOXA7	3
ENSG00000288767	3
SNX18	3
PPM1J	3
LINC00663	3
ENSG00000273448	3
ZNF763	3
NPIPB3	3
MZF1	3
DGKA	3
DPCD	3
REST	3
CARS2	3
PIGF	3
SELENBP1	3
PTPN23	3
JPH4	3
TALDO1	3
CCDC68	3
POLRMT	3
FLT1	3
CACNA2D3	3
FCRLA	3
SWSAP1	3
DNAJC12	3
ENSG00000289760	3
ENSG00000269688	3
CCDC74B	3
GPR65	3
E2F4	3
ENSG00000290922	3
FOXO3B	3
ANTKMT	3
ENSG00000276724	3
THRSP	3
ANKRD22	3
CHRNA5	3
PTPN1	3
RGL4	3
PYCARD	3
SLC4A1	3
ACP5	3
ENSG00000276449	3
ICAM4-AS1	3
PLEKHH3	3
ENSG00000289222	3
ENSG00000265179	3
GAU1	3
ENSG00000261472	3
TMC2	3
ENSG00000283633	3
NOC4L	3
PACSIN3	3
COX6B1	3
NUDT14	3
UCP3	3
MFSD1	3
RAB2A	3
TWF2	3
FNBP4	3
NNAT	3
ENSG00000235426	3
ENSG00000269139	3
RLBP1	3
RAB40A	3
ZNF354C	3
BRINP1	3
COQ8A	3
NUCB1-AS1	3
ACADVL	3
GALNT7-DT	3
LINC02367	3
SLC38A7	3
ENSG00000287973	3
ENSG00000290048	3
ENSG00000253645	3
ENSG00000266844	3
HERC5	3
CCDC149	3
TXNRD1	3
HAGLROS	3
ATG4B	3
CTXN1	3
PALM2AKAP2	3
MANSC1	3
PSG5	3
ENSG00000240521	3
CTR9	3
PCGF3-AS1	3
CLDN15	3
GFER	3
DENR	3
PBXIP1	3
ENSG00000273521	3
SFTA3	3
SNX2	3
BAIAP2L1	3
ZNF571-AS1	3
TMEM106A	3
ENSG00000268201	3
ABHD8	3
SOCAR	3
SASS6	3
PRRX1	3
UBAP2	3
MAP3K20	3
HTRA3	3
ENSG00000260495	3
ENSG00000277581	3
TRIM21	3
WDFY3-AS1	3
PALM3	3
EIF4H	3
CXCR4	3
LINC00350	3
CENPU	3
NR3C1	3
CD44	3
MKI67	3
PPP1CC	3
MARCHF9	3
AUNIP	3
SPRTN	3
ENSG00000267009	3
TNFRSF25	3
LINGO2	3
PPP2CA-DT	3
XRCC5	3
SLC25A1	3
ENSG00000289209	3
SIX6	3
SEPTIN7	3
TUBA3FP	3
STH	3
RANBP3L	3
ENSG00000288802	3
CCN1	3
LTBP2	3
ITGA1	3
RAD18	3
KPNA4	3
COA8	3
GTSF1	3
AP3D1	3
PPP1R3B	3
SLC25A15	3
LINC01152	3
ENSG00000271743	3
MPHOSPH6-DT	3
ENSG00000272163	3
TLCD3A	3
SERPINB10	3
ZW10	3
MRPS36	3
ENSG00000228401	3
HENMT1	3
METTL26	3
PEX5	3
ENSG00000267560	3
CASKIN2	3
ENSG00000289520	3
TNFRSF10C	3
ZNF630	3
ZSWIM8	3
CRTAM	3
POLR3GL	3
TATDN2	3
VRK1	3
ENSG00000255314	3
ENSG00000278266	3
ENSG00000291290	3
ENSG00000267563	3
ENSG00000265342	3
TTC3-AS1	3
APBA3	3
C15orf48	3
IMMT	3
SPOCD1	3
SHC1	3
CXCL12	3
MASP1	3
ANAPC16	3
ATP2B1	3
ENSG00000268056	3
INTS6L	3
OXR1	3
ENSG00000251455	3
OXSM	3
LINC02232	3
CEMIP2	3
APOBEC3G	3
CCNB2	3
ENSG00000230322	3
PRSS53	3
KCNRG	3
ENSG00000275576	3
ENSG00000267234	3
ENSG00000259532	3
PES1	3
SLC39A10	3
RBM43	3
SBSN	3
ZNG1E	3
ENSG00000273064	3
LINC02019	3
ENSG00000286613	3
ENSG00000260401	3
IKBKB	3
CAMK4	3
NDE1	3
SHLD2	3
ZDHHC2	3
GRAMD2B	3
ENSG00000270159	3
CNN1	3
SEC23B	3
ADAT1	3
CDH8	3
PRPSAP1	3
HDX	3
NLGN4X	3
FAM66A	3
NR3C2	3
PROSER3	3
TYSND1	3
ENSG00000258843	3
ENSG00000269993	3
ENSG00000288608	3
IGLL5	3
CAPN1	3
SF3B3	3
STMN2	3
TENT4B	3
ENSG00000262003	3
HSPB6	3
CHMP3	3
GALNT2	3
PRB3	3
TMEM45B	3
CATSPER2P1	3
DUSP6	3
VSIG10L	3
CCDC115	3
CRMA	3
RN7SL832P	3
ENSG00000254606	3
AMFR	3
HES6	3
LINC02517	3
ENSG00000289259	3
TMSB10	3
PSMC4	3
NBR1	3
TCEAL2	3
ENSG00000266171	3
ENSG00000232986	3
ENSG00000288095	3
SSC5D	3
PKN2	3
GCN1	3
GOLPH3	3
