gene_id	n_reads	n_amb	gid	gname	overlapped	rescue_frac
ENSG00000014164	24790	0.0	ENSG00000014164	ZC3H3	False	0.0
ENSG00000014216	60880	0.0	ENSG00000014216	CAPN1	False	0.0
ENSG00000014257	11550	0.0	ENSG00000014257	ACP3	False	0.0
ENSG00000014641	315391	0.0	ENSG00000014641	MDH1	False	0.0
ENSG00000014824	102816	0.0	ENSG00000014824	SLC30A9	False	0.0
ENSG00000014914	12365	0.0	ENSG00000014914	MTMR11	False	0.0
ENSG00000014919	61082	332.0	ENSG00000014919	COX15	False	0.005435316459840869
ENSG00000015133	138957	0.0	ENSG00000015133	CCDC88C	False	0.0
ENSG00000015153	107919	0.0	ENSG00000015153	YAF2	False	0.0
ENSG00000015171	98853	0.0	ENSG00000015171	ZMYND11	False	0.0
ENSG00000015285	147590	0.0	ENSG00000015285	WAS	False	0.0
ENSG00000015413	1535	0.0	ENSG00000015413	DPEP1	False	0.0
ENSG00000015475	137785	0.0	ENSG00000015475	BID	False	0.0
ENSG00000015479	695322	0.0	ENSG00000015479	MATR3	False	0.0
ENSG00000015520	324	0.0	ENSG00000015520	NPC1L1	False	0.0
ENSG00000015532	15938	0.0	ENSG00000015532	XYLT2	False	0.0
ENSG00000015568	38929	0.0	ENSG00000015568	RGPD5	False	0.0
ENSG00000015592	10370	0.0	ENSG00000015592	STMN4	False	0.0
ENSG00000015676	79765	0.0	ENSG00000015676	NUDCD3	False	0.0
ENSG00000016082	3009	0.0	ENSG00000016082	ISL1	False	0.0
ENSG00000016391	5196	0.0	ENSG00000016391	CHDH	False	0.0
ENSG00000016402	979	0.0	ENSG00000016402	IL20RA	False	0.0
ENSG00000016602	503	0.0	ENSG00000016602	CLCA4	False	0.0
ENSG00000016864	60500	0.0	ENSG00000016864	GLT8D1	False	0.0
