release	srr	gse	species	platform	ena_assay	biology_group	description	pipeline	isoquant_status	isoquant_cells	isoquant_cells_method	isoquant_transcripts	annotation_status	annotation_method	metadata_resolution
scTHREAD_NAR_release_20260803	SRR35586168	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586169	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586170	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586171	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586172	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586173	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586174	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586175	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586176	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586177	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586178	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586179	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586180	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586181	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586182	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586183	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586184	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586185	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586186	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586187	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586188	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586189	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586190	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586191	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586192	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586193	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586194	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586195	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586197	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586198	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586199	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586200	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586201	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586202	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586203	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586204	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586205	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586206	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586207	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586208	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586209	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586210	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586211	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586212	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586213	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586215	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586217	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586218	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586219	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586220	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586222	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586223	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586225	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586227	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586228	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586229	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586230	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586231	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586232	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586233	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586234	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586235	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586236	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586237	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586238	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586239	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586240	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586241	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586242	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586243	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586244	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586245	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586246	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586247	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586248	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586249	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586250	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586251	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586252	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586253	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586254	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586255	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586256	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586257	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586258	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586259	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586260	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586261	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586263	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586264	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586265	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586266	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586267	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586268	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586269	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586270	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586271	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586272	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586274	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586275	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586276	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586277	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586278	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586279	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586280	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586281	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586282	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586283	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586284	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586285	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586286	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586287	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586288	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586289	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586290	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586291	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586292	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586293	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586294	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
