release	srr	gse	species	platform	ena_assay	biology_group	description	pipeline	isoquant_status	isoquant_cells	isoquant_cells_method	isoquant_transcripts	annotation_status	annotation_method	metadata_resolution
scTHREAD_NAR_release_20260803	SRR30209160	GSE274527	mouse	ONT	bulk-longread	Developmental atlas	Individually indexed cells spanning endothelial-to-hematopoietic transitions	EXCLUDE	done	1	smartseq2_one_well		annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR30209162	GSE274527	mouse	ONT	bulk-longread	Developmental atlas	Individually indexed cells spanning endothelial-to-hematopoietic transitions	EXCLUDE	done	1	smartseq2_one_well		annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR30209163	GSE274527	mouse	ONT	bulk-longread	Developmental atlas	Individually indexed cells spanning endothelial-to-hematopoietic transitions	EXCLUDE	done	1	smartseq2_one_well		annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR30209164	GSE274527	mouse	ONT	bulk-longread	Developmental atlas	Individually indexed cells spanning endothelial-to-hematopoietic transitions	EXCLUDE	done	1	smartseq2_one_well		annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR30209165	GSE274527	mouse	ONT	bulk-longread	Developmental atlas	Individually indexed cells spanning endothelial-to-hematopoietic transitions	EXCLUDE	done	1	smartseq2_one_well		annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR30209166	GSE274527	mouse	ONT	bulk-longread	Developmental atlas	Individually indexed cells spanning endothelial-to-hematopoietic transitions	EXCLUDE	done	1	smartseq2_one_well		annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR30209167	GSE274527	mouse	ONT	bulk-longread	Developmental atlas	Individually indexed cells spanning endothelial-to-hematopoietic transitions	EXCLUDE	done	1	smartseq2_one_well		annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR30209169	GSE274527	mouse	ONT	bulk-longread	Developmental atlas	Individually indexed cells spanning endothelial-to-hematopoietic transitions	EXCLUDE	done	1	smartseq2_one_well		annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR30209170	GSE274527	mouse	ONT	bulk-longread	Developmental atlas	Individually indexed cells spanning endothelial-to-hematopoietic transitions	EXCLUDE	done	1	smartseq2_one_well		annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR30209171	GSE274527	mouse	ONT	bulk-longread	Developmental atlas	Individually indexed cells spanning endothelial-to-hematopoietic transitions	EXCLUDE	done	1	smartseq2_one_well		annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR30209172	GSE274527	mouse	ONT	bulk-longread	Developmental atlas	Individually indexed cells spanning endothelial-to-hematopoietic transitions	EXCLUDE	done	1	smartseq2_one_well		annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR30209173	GSE274527	mouse	ONT	bulk-longread	Developmental atlas	Individually indexed cells spanning endothelial-to-hematopoietic transitions	EXCLUDE	done	1	smartseq2_one_well		annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR30209174	GSE274527	mouse	ONT	bulk-longread	Developmental atlas	Individually indexed cells spanning endothelial-to-hematopoietic transitions	EXCLUDE	done	1	smartseq2_one_well		annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR30209175	GSE274527	mouse	ONT	bulk-longread	Developmental atlas	Individually indexed cells spanning endothelial-to-hematopoietic transitions	EXCLUDE	done	1	smartseq2_one_well		annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR30209176	GSE274527	mouse	ONT	bulk-longread	Developmental atlas	Individually indexed cells spanning endothelial-to-hematopoietic transitions	EXCLUDE	done	1	smartseq2_one_well		annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR30639543	GSE276974	human	ONT	scONT	Clinical cohort	Bone-marrow mononuclear cells from CCUS patients and healthy donors	wf-single-cell	done	9352	wf_tagged_barcodes	63210	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR30639544	GSE276974	human	ONT	scONT	Clinical cohort	Bone-marrow mononuclear cells from CCUS patients and healthy donors	wf-single-cell	done	9684	wf_tagged_barcodes	63511	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR30639545	GSE276974	human	ONT	scONT	Clinical cohort	Bone-marrow mononuclear cells from CCUS patients and healthy donors	wf-single-cell	done	10232	wf_tagged_barcodes	63899	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR30639546	GSE276974	human	ONT	scONT	Clinical cohort	Bone-marrow mononuclear cells from CCUS patients and healthy donors	wf-single-cell	done	8545	wf_tagged_barcodes	66293	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR30639548	GSE276974	human	ONT	scONT	Clinical cohort	Bone-marrow mononuclear cells from CCUS patients and healthy donors	wf-single-cell	done	11620	wf_tagged_barcodes	69284	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR30639549	GSE276974	human	ONT	scONT	Clinical cohort	Bone-marrow mononuclear cells from CCUS patients and healthy donors	wf-single-cell	done	6577	wf_tagged_barcodes	60645	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR30639550	GSE276974	human	ONT	scONT	Clinical cohort	Bone-marrow mononuclear cells from CCUS patients and healthy donors	wf-single-cell	done	5705	wf_tagged_barcodes	2232	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR30639551	GSE276974	human	ONT	scONT	Clinical cohort	Bone-marrow mononuclear cells from CCUS patients and healthy donors	wf-single-cell	done	6204	wf_tagged_barcodes	26160	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR30639552	GSE276974	human	ONT	scONT	Clinical cohort	Bone-marrow mononuclear cells from CCUS patients and healthy donors	wf-single-cell	done	6453	wf_tagged_barcodes	62530	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR30639553	GSE276974	human	ONT	scONT	Clinical cohort	Bone-marrow mononuclear cells from CCUS patients and healthy donors	wf-single-cell	done	6139	wf_tagged_barcodes	60150	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR30639554	GSE276974	human	ONT	scONT	Clinical cohort	Bone-marrow mononuclear cells from CCUS patients and healthy donors	wf-single-cell	done	5916	wf_tagged_barcodes	59110	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR30639555	GSE276974	human	ONT	scONT	Clinical cohort	Bone-marrow mononuclear cells from CCUS patients and healthy donors	wf-single-cell	done	6365	wf_tagged_barcodes	61047	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR30639556	GSE276974	human	ONT	scONT	Clinical cohort	Bone-marrow mononuclear cells from CCUS patients and healthy donors	wf-single-cell	done	6130	wf_tagged_barcodes	61833	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR30639557	GSE276974	human	ONT	scONT	Clinical cohort	Bone-marrow mononuclear cells from CCUS patients and healthy donors	wf-single-cell	done	6285	wf_tagged_barcodes	60066	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR30639558	GSE276974	human	ONT	scONT	Clinical cohort	Bone-marrow mononuclear cells from CCUS patients and healthy donors	wf-single-cell	done	12093	wf_tagged_barcodes	61484	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR31435216	GSE283629	human	ONT	scONT	Differentiation	Synaptic-development model with molecular rescue conditions	wf-single-cell	done	17097	wf_tagged_barcodes	53283	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR31435217	GSE283629	human	ONT	scONT	Differentiation	Synaptic-development model with molecular rescue conditions	wf-single-cell	done	17171	wf_tagged_barcodes	32287	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR31435218	GSE283629	human	ONT	scONT	Differentiation	Synaptic-development model with molecular rescue conditions	wf-single-cell	done	20205	wf_tagged_barcodes	66385	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR31435219	GSE283629	human	ONT	scONT	Differentiation	Synaptic-development model with molecular rescue conditions	wf-single-cell	done	20067	wf_tagged_barcodes	32390	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR31632206	GSE283658	human	ONT	scONT	Reprogramming	Direct reprogramming trajectory toward hematopoietic stem cells	wf-single-cell	done	3463	wf_tagged_barcodes	29988	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR31632207	GSE283658	human	ONT	scONT	Reprogramming	Direct reprogramming trajectory toward hematopoietic stem cells	wf-single-cell	done	8656	wf_tagged_barcodes	57656	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR31632208	GSE283658	human	ONT	scONT	Reprogramming	Direct reprogramming trajectory toward hematopoietic stem cells	wf-single-cell	done	8574	wf_tagged_barcodes	50810	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR34899601	GSE283658	human	ONT	scONT	Reprogramming	Direct reprogramming trajectory toward hematopoietic stem cells	wf-single-cell	done	8445	wf_tagged_barcodes	32733	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR32154422	GSE288222	human	ONT	scONT	Tissue atlas	Single-cell splicing isoform atlas of adult healthy and failing hearts	wf-single-cell	done	3727	wf_tagged_barcodes	42106	annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR32154423	GSE288222	human	ONT	scONT	Tissue atlas	Single-cell splicing isoform atlas of adult healthy and failing hearts	wf-single-cell	done	4165	wf_tagged_barcodes	40397	annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR32154424	GSE288222	human	ONT	scONT	Tissue atlas	Single-cell splicing isoform atlas of adult healthy and failing hearts	wf-single-cell	done	4002	wf_tagged_barcodes	38750	annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR32154425	GSE288222	human	ONT	scONT	Tissue atlas	Single-cell splicing isoform atlas of adult healthy and failing hearts	wf-single-cell	done	7529	wf_tagged_barcodes	47101	annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR32154426	GSE288222	human	ONT	scONT	Tissue atlas	Single-cell splicing isoform atlas of adult healthy and failing hearts	wf-single-cell	done	5916	wf_tagged_barcodes	37952	annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR32154427	GSE288222	human	ONT	scONT	Tissue atlas	Single-cell splicing isoform atlas of adult healthy and failing hearts	wf-single-cell	done	5216	wf_tagged_barcodes	42024	annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR32154428	GSE288222	human	ONT	scONT	Tissue atlas	Single-cell splicing isoform atlas of adult healthy and failing hearts	wf-single-cell	done	9532	wf_tagged_barcodes	44196	annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR32154429	GSE288222	human	ONT	scONT	Tissue atlas	Single-cell splicing isoform atlas of adult healthy and failing hearts	wf-single-cell	done	9884	wf_tagged_barcodes	43004	annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR32154430	GSE288222	human	ONT	scONT	Tissue atlas	Single-cell splicing isoform atlas of adult healthy and failing hearts	wf-single-cell	done	3905	wf_tagged_barcodes	42880	annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR32154431	GSE288222	human	ONT	scONT	Tissue atlas	Single-cell splicing isoform atlas of adult healthy and failing hearts	wf-single-cell	done	5298	wf_tagged_barcodes	38134	annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR32154433	GSE288222	human	ONT	scONT	Tissue atlas	Single-cell splicing isoform atlas of adult healthy and failing hearts	wf-single-cell	done	5206	wf_tagged_barcodes	9782	annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR36251361	GSE288222	human	ONT	scONT	Tissue atlas	Single-cell splicing isoform atlas of adult healthy and failing hearts	wf-single-cell	done	3612	wf_tagged_barcodes	35361	annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR32322922	GSE289428	human	ONT	bulk-longread	Method benchmark	Full-length capped RNA profiling with and without polyadenylation	unclassified	done	1	smartseq2_one_well		no_celltype_by_design	none (cell_line/method)	
scTHREAD_NAR_release_20260803	SRR32322923	GSE289428	human	ONT	bulk-longread	Method benchmark	Full-length capped RNA profiling with and without polyadenylation	unclassified	done	1	smartseq2_one_well		no_celltype_by_design	none (cell_line/method)	
scTHREAD_NAR_release_20260803	SRR32322924	GSE289428	human	ONT	bulk-longread	Method benchmark	Full-length capped RNA profiling with and without polyadenylation	unclassified	done	1	smartseq2_one_well		no_celltype_by_design	none (cell_line/method)	
scTHREAD_NAR_release_20260803	SRR32370261	GSE289790	human	ONT	scONT	Cancer cell line	Lineage-plasticity model profiled by single-cell Nanopore RNA sequencing	wf-single-cell	done	2030	wf_tagged_barcodes	52044	no_celltype_by_design	none (cell_line/method)	
scTHREAD_NAR_release_20260803	SRR32370262	GSE289790	human	ONT	scONT	Cancer cell line	Lineage-plasticity model profiled by single-cell Nanopore RNA sequencing	wf-single-cell	done	1985	wf_tagged_barcodes	56929	no_celltype_by_design	none (cell_line/method)	
scTHREAD_NAR_release_20260803	SRR32771574	GSE292324	human	PacBio	scPacBio	Clinical cohort	Long-read single-cell technical replicate series from AML	unclassified	done	8104	annotation_v2_called	58401	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR32771575	GSE292324	human	PacBio	scPacBio	Clinical cohort	Long-read single-cell technical replicate series from AML	unclassified	done	8097	annotation_v2_called	56077	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR32771576	GSE292324	human	PacBio	scPacBio	Clinical cohort	Long-read single-cell technical replicate series from AML	unclassified	done	7371	annotation_v2_called	60257	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR32771577	GSE292324	human	PacBio	scPacBio	Clinical cohort	Long-read single-cell technical replicate series from AML	unclassified	done	7367	annotation_v2_called	58328	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR32771578	GSE292324	human	PacBio	scPacBio	Clinical cohort	Long-read single-cell technical replicate series from AML	unclassified	done	5187	annotation_v2_called	52957	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR32771579	GSE292324	human	PacBio	scPacBio	Clinical cohort	Long-read single-cell technical replicate series from AML	unclassified	done	7425	annotation_v2_called	53164	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR32771580	GSE292324	human	PacBio	scPacBio	Clinical cohort	Long-read single-cell technical replicate series from AML	unclassified	done	5195	annotation_v2_called	50698	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR32771581	GSE292324	human	PacBio	scPacBio	Clinical cohort	Long-read single-cell technical replicate series from AML	unclassified	done	6761	annotation_v2_called	50119	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR33259865	GSE295352	mouse	ONT	scONT	Tissue and method	Long-read protocol comparison using 3′ and 5′ single-cell capture	EXCLUDE	done	2754	wf_tagged_barcodes	29400	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR33259866	GSE295352	mouse	ONT	scONT	Tissue and method	Long-read protocol comparison using 3′ and 5′ single-cell capture	EXCLUDE	done	2647	wf_tagged_barcodes	27887	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR33259867	GSE295352	mouse	ONT	scONT	Tissue and method	Long-read protocol comparison using 3′ and 5′ single-cell capture	EXCLUDE	done	6786	wf_tagged_barcodes	11263	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35432392	GSE295352	mouse	ONT	scONT	Tissue and method	Long-read protocol comparison using 3′ and 5′ single-cell capture	EXCLUDE	done	3552	wf_tagged_barcodes	34890	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35432393	GSE295352	mouse	ONT	scONT	Tissue and method	Long-read protocol comparison using 3′ and 5′ single-cell capture	EXCLUDE	done	3839	wf_tagged_barcodes	33981	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35432394	GSE295352	mouse	ONT	scONT	Tissue and method	Long-read protocol comparison using 3′ and 5′ single-cell capture	EXCLUDE	done	3372	wf_tagged_barcodes	14349	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR33259246	GSE295353	mouse	ONT	scONT	Tissue and method	Long-read islet transcriptomes with insulin depletion and 3′/5′ capture	EXCLUDE	done	26635	wf_tagged_barcodes	35253	annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR33259247	GSE295353	mouse	ONT	scONT	Tissue and method	Long-read islet transcriptomes with insulin depletion and 3′/5′ capture	EXCLUDE	done	45303	wf_tagged_barcodes	32369	annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR33259248	GSE295353	mouse	ONT	scONT	Tissue and method	Long-read islet transcriptomes with insulin depletion and 3′/5′ capture	EXCLUDE	done	1554	wf_tagged_barcodes	5155	annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR35432458	GSE295353	mouse	ONT	scONT	Tissue and method	Long-read islet transcriptomes with insulin depletion and 3′/5′ capture	EXCLUDE	done	6398	wf_tagged_barcodes	41857	annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR35432459	GSE295353	mouse	ONT	scONT	Tissue and method	Long-read islet transcriptomes with insulin depletion and 3′/5′ capture	EXCLUDE	done	9513	wf_tagged_barcodes	40489	annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR35432460	GSE295353	mouse	ONT	scONT	Tissue and method	Long-read islet transcriptomes with insulin depletion and 3′/5′ capture	EXCLUDE	done	1560	wf_tagged_barcodes	4972	annotated	author_cell_type	
scTHREAD_NAR_release_20260803	SRR33369385	GSE295932	human	ONT	scONT	Perturbation	Targeted and whole-transcriptome long-read CRISPR conditions	unclassified	done	2911	wf_tagged_barcodes	38373	no_celltype_by_design	none (cell_line/method)	
scTHREAD_NAR_release_20260803	SRR33369386	GSE295932	human	ONT	scONT	Perturbation	Targeted and whole-transcriptome long-read CRISPR conditions	unclassified	done	5362	wf_tagged_barcodes	8157	no_celltype_by_design	none (cell_line/method)	
scTHREAD_NAR_release_20260803	SRR33369387	GSE295932	human	ONT	scONT	Perturbation	Targeted and whole-transcriptome long-read CRISPR conditions	unclassified	done	5968	wf_tagged_barcodes	41459	no_celltype_by_design	none (cell_line/method)	
scTHREAD_NAR_release_20260803	SRR33369388	GSE295932	human	ONT	scONT	Perturbation	Targeted and whole-transcriptome long-read CRISPR conditions	unclassified	done	7382	wf_tagged_barcodes	9024	no_celltype_by_design	none (cell_line/method)	
scTHREAD_NAR_release_20260803	SRR34364189	GSE301658	human	ONT	scONT	Tumor atlas	High-grade glioma cells with curated malignant-state annotations	wf-single-cell	done	3831	wf_tagged_barcodes	39632	annotated	author_cluster+computational_celltype	
scTHREAD_NAR_release_20260803	SRR30947478	GSE303762	human	ONT	bulk-longread	Cell-line benchmark	ONT and PacBio benchmark of multiple cancer cell lines	mixed	done	66691	wf_tagged_barcodes	71210	no_celltype_by_design	none (cell_line/method)	
scTHREAD_NAR_release_20260803	SRR30947479	GSE303762	human	ONT	bulk-longread	Cell-line benchmark	ONT and PacBio benchmark of multiple cancer cell lines	mixed	done	5109	wf_tagged_barcodes	73714	no_celltype_by_design	none (cell_line/method)	
scTHREAD_NAR_release_20260803	SRR35267327	GSE307660	human	ONT	scONT	Clinical cohort	Bone-marrow immune response to belantamab mafodotin	wf-single-cell	done	3190	wf_tagged_barcodes	51372	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35267328	GSE307660	human	ONT	scONT	Clinical cohort	Bone-marrow immune response to belantamab mafodotin	wf-single-cell	done	6900	wf_tagged_barcodes	23246	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35267329	GSE307660	human	ONT	scONT	Clinical cohort	Bone-marrow immune response to belantamab mafodotin	wf-single-cell	done	4255	wf_tagged_barcodes	62291	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35267330	GSE307660	human	ONT	scONT	Clinical cohort	Bone-marrow immune response to belantamab mafodotin	wf-single-cell	done	2280	wf_tagged_barcodes	50271	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35267331	GSE307660	human	ONT	scONT	Clinical cohort	Bone-marrow immune response to belantamab mafodotin	wf-single-cell	done	2906	wf_tagged_barcodes	58368	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35267332	GSE307660	human	ONT	scONT	Clinical cohort	Bone-marrow immune response to belantamab mafodotin	wf-single-cell	done	3211	wf_tagged_barcodes	58898	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35267333	GSE307660	human	ONT	scONT	Clinical cohort	Bone-marrow immune response to belantamab mafodotin	wf-single-cell	done	3932	wf_tagged_barcodes	56495	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35267334	GSE307660	human	ONT	scONT	Clinical cohort	Bone-marrow immune response to belantamab mafodotin	wf-single-cell	done	4885	wf_tagged_barcodes	57537	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35267335	GSE307660	human	ONT	scONT	Clinical cohort	Bone-marrow immune response to belantamab mafodotin	wf-single-cell	done	2890	wf_tagged_barcodes	38944	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35267336	GSE307660	human	ONT	scONT	Clinical cohort	Bone-marrow immune response to belantamab mafodotin	wf-single-cell	done	1232	wf_tagged_barcodes	36397	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35267337	GSE307660	human	ONT	scONT	Clinical cohort	Bone-marrow immune response to belantamab mafodotin	wf-single-cell	done	1005	wf_tagged_barcodes	35659	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35267338	GSE307660	human	ONT	scONT	Clinical cohort	Bone-marrow immune response to belantamab mafodotin	wf-single-cell	done	5339	wf_tagged_barcodes	53089	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35267339	GSE307660	human	ONT	scONT	Clinical cohort	Bone-marrow immune response to belantamab mafodotin	wf-single-cell	done	8842	wf_tagged_barcodes	47009	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35267340	GSE307660	human	ONT	scONT	Clinical cohort	Bone-marrow immune response to belantamab mafodotin	wf-single-cell	done	3075	wf_tagged_barcodes	45680	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35267341	GSE307660	human	ONT	scONT	Clinical cohort	Bone-marrow immune response to belantamab mafodotin	wf-single-cell	done	3540	wf_tagged_barcodes	48544	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35267342	GSE307660	human	ONT	scONT	Clinical cohort	Bone-marrow immune response to belantamab mafodotin	wf-single-cell	done	2481	wf_tagged_barcodes	50409	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35267343	GSE307660	human	ONT	scONT	Clinical cohort	Bone-marrow immune response to belantamab mafodotin	wf-single-cell	done	2287	wf_tagged_barcodes	51349	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35267344	GSE307660	human	ONT	scONT	Clinical cohort	Bone-marrow immune response to belantamab mafodotin	wf-single-cell	done	4020	wf_tagged_barcodes	51869	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35267345	GSE307660	human	ONT	scONT	Clinical cohort	Bone-marrow immune response to belantamab mafodotin	wf-single-cell	done	2137	wf_tagged_barcodes	48968	annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586147	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586148	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586149	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586150	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586151	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586152	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586153	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586154	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586155	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586156	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586157	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586158	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586159	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586160	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586161	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586162	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586163	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586164	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586165	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586166	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
scTHREAD_NAR_release_20260803	SRR35586167	GSE309071	mouse	ONT	scONT-plate	Developmental atlas	Embryonic endothelial-to-hematopoietic states in AGM and yolk sac	EXCLUDE	done	1	smartseq2_one_well		annotated	computational_v2	
