gene	pval	effect	hi_ct	lo_ct	T	qval	sig
SH3BGRL	0.000999000999000999	0.5861694677871148	NK	Dendritic cell	0.0007099866486005579	0.6385836385836386	False
TM9SF4	0.000999000999000999	0.13657711151598684	Plasma cell	B cell	0.0007533844577401704	0.6385836385836386	False
ZNF701	0.000999000999000999	0.38704318936877075	T cell	Plasma cell	0.002443259327061524	0.6385836385836386	False
PHF6	0.000999000999000999	0.6285714285714286	NK	Progenitor	0.00104551134696124	0.6385836385836386	False
EVI5	0.000999000999000999	0.22403174603174608	Monocyte	T cell	0.00043785380951261697	0.6385836385836386	False
WDFY2	0.000999000999000999	0.13247821563272205	Dendritic cell	Plasma cell	8.077345006727413e-05	0.6385836385836386	False
PLAUR	0.000999000999000999	0.5944309927360774	Progenitor	Plasma cell	0.000254616149185585	0.6385836385836386	False
AKR1C3	0.000999000999000999	0.4095238095238095	B cell	Monocyte	0.00036334558566985793	0.6385836385836386	False
FAM241A	0.000999000999000999	0.32657657657657657	Plasma cell	Progenitor	0.0010663096621894097	0.6385836385836386	False
TCF4	0.000999000999000999	0.1234452326186149	Monocyte	T cell	0.00019742373508017903	0.6385836385836386	False
IRF7	0.000999000999000999	0.5212464589235127	NK	Plasma cell	0.0009932173759403687	0.6385836385836386	False
CHD1L	0.000999000999000999	0.3888888888888889	Progenitor	T cell	0.0017954217994484885	0.6385836385836386	False
SCAND1	0.000999000999000999	0.11582308748438053	Dendritic cell	Monocyte	0.00030811399183008567	0.6385836385836386	False
FAM110A	0.000999000999000999	0.5431034482758621	T cell	Dendritic cell	0.001388641354849889	0.6385836385836386	False
DNMBP	0.000999000999000999	0.16973913043478261	Dendritic cell	Erythroid	0.0011094770736756955	0.6385836385836386	False
GNAQ	0.000999000999000999	0.13785488558628306	Plasma cell	B cell	0.00010255247627202077	0.6385836385836386	False
MGST3	0.000999000999000999	0.3627906976744186	NK	B cell	0.00010841565887723229	0.6385836385836386	False
ST3GAL3	0.000999000999000999	0.22023809523809523	Plasma cell	NK	0.0007612129880335833	0.6385836385836386	False
CD74	0.001998001998001998	0.49094512079493313	Progenitor	T cell	0.0012210225027033887	0.686239134000328	False
ERO1B	0.001998001998001998	0.2468598886895167	Plasma cell	Dendritic cell	0.0009194396674402606	0.686239134000328	False
ENSG00000290683	0.001998001998001998	0.37810448187268053	T cell	Erythroid	0.0037147900566981452	0.686239134000328	False
MBNL1-AS1	0.001998001998001998	0.35540233340222066	B cell	Monocyte	0.0014177229854857344	0.686239134000328	False
UTP23	0.001998001998001998	0.1475240206947524	NK	Monocyte	0.0006664059059970867	0.686239134000328	False
UROS	0.001998001998001998	0.34901335761991503	B cell	Plasma cell	0.001240369692101635	0.686239134000328	False
GALNS	0.001998001998001998	0.2121212121212121	Progenitor	Erythroid	0.0010120086346695	0.686239134000328	False
CEP63	0.001998001998001998	0.33340961098398164	NK	Plasma cell	0.0012266763485559557	0.686239134000328	False
CRACD	0.001998001998001998	0.14661654135338348	Plasma cell	NK	0.0003296197863827113	0.686239134000328	False
CPVL	0.001998001998001998	0.2342405008260151	Progenitor	Plasma cell	0.000245066220043571	0.686239134000328	False
COX4I1	0.001998001998001998	0.4320520506044741	Dendritic cell	Progenitor	0.00017858897101088412	0.686239134000328	False
CCDC126	0.001998001998001998	0.45400432900432897	Erythroid	Dendritic cell	0.005061216436414364	0.686239134000328	False
FCHO2	0.001998001998001998	0.17312212570260604	Progenitor	Monocyte	0.0004301094443688252	0.686239134000328	False
KARS1	0.001998001998001998	0.35136785539814364	Monocyte	Progenitor	0.00437397379278363	0.686239134000328	False
DNAJC24	0.002997002997002997	0.4399270388326213	NK	Plasma cell	0.0007833125454702092	0.686239134000328	False
RCL1	0.002997002997002997	0.26450592209347074	Erythroid	Plasma cell	0.00039578919208899127	0.686239134000328	False
DDX28	0.002997002997002997	0.17222525970475672	T cell	NK	0.0008034754487743834	0.686239134000328	False
ATP5PB	0.002997002997002997	0.33818181818181825	NK	Plasma cell	0.0013636820628123254	0.686239134000328	False
ENDOV	0.002997002997002997	0.33302253302253304	Plasma cell	B cell	0.001554839217440714	0.686239134000328	False
ZSWIM6	0.002997002997002997	0.2420650189122212	Progenitor	Plasma cell	0.0007575505694858264	0.686239134000328	False
CORO2B	0.002997002997002997	0.26016949152542374	T cell	Erythroid	0.002417125602923762	0.686239134000328	False
CENPC	0.002997002997002997	0.16226276435480425	Plasma cell	T cell	0.00013141730635585403	0.686239134000328	False
NCAPH2	0.002997002997002997	0.8821428571428571	Dendritic cell	Plasma cell	0.0003422040350168058	0.686239134000328	False
ADH5	0.002997002997002997	0.23764721808582645	Dendritic cell	Plasma cell	0.0007038222668668645	0.686239134000328	False
FLI1	0.002997002997002997	0.3352961984227721	Progenitor	Dendritic cell	0.0002433187746760313	0.686239134000328	False
ADAM28	0.002997002997002997	0.4511784511784511	NK	Dendritic cell	0.0004109475567884387	0.686239134000328	False
PAXBP1-AS1	0.002997002997002997	0.20098039215686275	NK	Progenitor	0.0019515418329831794	0.686239134000328	False
PRIM1	0.003996003996003996	0.5900163666121113	T cell	Progenitor	0.0005251476764386602	0.686239134000328	False
GRINA	0.003996003996003996	0.7563157894736842	B cell	Dendritic cell	0.0004188942144532626	0.686239134000328	False
COIL	0.003996003996003996	0.24380165289256195	Progenitor	Dendritic cell	0.0006251287768822905	0.686239134000328	False
EMD	0.003996003996003996	0.65625	Dendritic cell	NK	0.0027687399807126215	0.686239134000328	False
RNF168	0.003996003996003996	0.2876226843332107	Plasma cell	Monocyte	0.000616853140016588	0.686239134000328	False
BNIP3L	0.003996003996003996	0.281822018664124	T cell	Plasma cell	0.0005390266329209068	0.686239134000328	False
PXMP4	0.003996003996003996	0.7124741200828157	T cell	Plasma cell	0.0019426458975804492	0.686239134000328	False
ANKRA2	0.003996003996003996	0.3575050709939148	Dendritic cell	NK	0.0011428302576495495	0.686239134000328	False
ENSG00000290948	0.003996003996003996	0.3618187061424589	NK	Plasma cell	0.001978912336986018	0.686239134000328	False
PARP1	0.003996003996003996	0.23446811208317486	Plasma cell	Dendritic cell	0.0012653966513560084	0.686239134000328	False
PRKX	0.003996003996003996	0.1586542201478024	Plasma cell	Monocyte	0.0003553745372925325	0.686239134000328	False
ENSG00000286242	0.003996003996003996	0.3318062827225131	T cell	Dendritic cell	0.0012480343052801396	0.686239134000328	False
CD99L2	0.003996003996003996	0.2246579476861167	T cell	NK	0.0019099325812985735	0.686239134000328	False
MLX	0.003996003996003996	0.41438816674137163	Plasma cell	NK	0.001449956506615595	0.686239134000328	False
FBXO38	0.003996003996003996	0.32300962379702536	T cell	Dendritic cell	0.0013532544751382793	0.686239134000328	False
CYTH2	0.003996003996003996	0.3778353057199211	Plasma cell	Monocyte	0.002005613126337954	0.686239134000328	False
RPS2	0.003996003996003996	0.49241825243011655	T cell	Progenitor	0.00033051883159756893	0.686239134000328	False
EBP	0.003996003996003996	0.4813350522847729	Monocyte	Progenitor	0.0029948377779004188	0.686239134000328	False
SPN	0.003996003996003996	0.4487004103967168	NK	B cell	0.0012574614803309643	0.686239134000328	False
ENSG00000272256	0.003996003996003996	0.5747552149851001	Dendritic cell	NK	0.00014702419395820585	0.686239134000328	False
POLK	0.003996003996003996	0.1948219794880347	Monocyte	Plasma cell	0.0004059271814518186	0.686239134000328	False
CTSO	0.003996003996003996	0.5097402597402597	Progenitor	Plasma cell	0.0026010615040368713	0.686239134000328	False
SAP18	0.004995004995004995	0.17927923546433872	Dendritic cell	Progenitor	0.0001854102758713339	0.7368272752888138	False
PTPRS	0.004995004995004995	0.19540669856459325	Plasma cell	Erythroid	0.0020655055901910627	0.7368272752888138	False
NDUFS2	0.004995004995004995	0.1164817520359897	T cell	Erythroid	0.0009929155447715961	0.7368272752888138	False
HMGB1	0.004995004995004995	0.4568799518588563	Progenitor	Dendritic cell	9.7611358169858e-05	0.7368272752888138	False
BDP1	0.004995004995004995	0.16630061514075184	B cell	Plasma cell	0.00039070222715866215	0.7368272752888138	False
FKTN	0.004995004995004995	0.2245581666342979	Plasma cell	B cell	0.0013441137607852233	0.7368272752888138	False
SLC38A10	0.004995004995004995	0.26322115384615385	Dendritic cell	Erythroid	0.0017858456860383217	0.7368272752888138	False
CLTA	0.004995004995004995	0.2800908026487188	Plasma cell	Monocyte	0.000284828744792134	0.7368272752888138	False
CNPY2	0.004995004995004995	0.21727395411605938	B cell	NK	0.0023098513201855026	0.7368272752888138	False
ZNF776	0.004995004995004995	0.43298358891579225	NK	Monocyte	0.001902981510264632	0.7368272752888138	False
RNMT	0.004995004995004995	0.49639357025096176	Plasma cell	Progenitor	0.00023051563166685458	0.7368272752888138	False
BCKDHA	0.005994005994005994	0.7124423963133641	Progenitor	Plasma cell	0.0013987836430372034	0.7578794831542084	False
IKBIP	0.005994005994005994	0.32512539899680803	Progenitor	T cell	0.001694225459578827	0.7578794831542084	False
SPAG9	0.005994005994005994	0.1467663328917741	Progenitor	T cell	0.000307161013299794	0.7578794831542084	False
MAPKAPK2	0.005994005994005994	0.38378378378378375	Dendritic cell	Progenitor	0.0010068191110544605	0.7578794831542084	False
PITPNA	0.005994005994005994	0.19010357815442558	NK	Plasma cell	0.0007508016653367034	0.7578794831542084	False
CNNM2	0.005994005994005994	0.20197044334975367	NK	Dendritic cell	0.0006670630980026604	0.7578794831542084	False
ZNF664	0.005994005994005994	0.3702463054187192	Progenitor	Plasma cell	0.004441663825338317	0.7578794831542084	False
PCDH9	0.005994005994005994	0.25450734984477674	Plasma cell	NK	0.0004992991835826867	0.7578794831542084	False
ADAM19	0.005994005994005994	0.19823321554770318	Progenitor	Plasma cell	0.000432205044088419	0.7578794831542084	False
UBXN2B	0.005994005994005994	0.19844053529030864	Progenitor	T cell	0.0005510872161061236	0.7578794831542084	False
CYBB	0.005994005994005994	0.2665039734684938	Plasma cell	Monocyte	0.00042342218481656967	0.7578794831542084	False
HEXD	0.005994005994005994	0.24864864864864866	NK	Dendritic cell	0.0012727290489725732	0.7578794831542084	False
MIS18A	0.005994005994005994	0.595250944414463	Monocyte	Plasma cell	0.0005693016513819738	0.7578794831542084	False
RSL1D1-DT	0.006993006993006993	0.24455128205128207	Plasma cell	NK	0.0010955004796231512	0.7612255294374499	False
NARF	0.006993006993006993	0.36221876326588365	Plasma cell	T cell	0.00037377940677612486	0.7612255294374499	False
C18orf32	0.006993006993006993	0.18996966978512542	Progenitor	Monocyte	0.002488330303189128	0.7612255294374499	False
INVS	0.006993006993006993	0.1386784950470587	Dendritic cell	Plasma cell	0.00014324824951613416	0.7612255294374499	False
SKA3	0.006993006993006993	0.5583972719522592	Dendritic cell	Plasma cell	0.0006674810896276854	0.7612255294374499	False
ABCC4	0.006993006993006993	0.2111801242236025	NK	Plasma cell	0.00018028530991974373	0.7612255294374499	False
ZHX1	0.006993006993006993	0.24117647058823527	Progenitor	Plasma cell	0.0009442568683919849	0.7612255294374499	False
EFCAB13	0.006993006993006993	0.2807486631016043	Monocyte	NK	0.0010966635963798213	0.7612255294374499	False
UNC119	0.006993006993006993	0.282051282051282	Dendritic cell	Progenitor	0.0023655278758029975	0.7612255294374499	False
CSF2RA	0.006993006993006993	0.16547936266246122	Plasma cell	Dendritic cell	0.00012265739461632177	0.7612255294374499	False
JAML	0.006993006993006993	0.5620567375886525	Plasma cell	NK	0.00019368287528192214	0.7612255294374499	False
RFC4	0.007992007992007992	0.5154163393558523	Monocyte	Progenitor	0.001129958441751257	0.7612255294374499	False
ZSCAN29	0.007992007992007992	0.3	B cell	Progenitor	0.003996907182057333	0.7612255294374499	False
TREX1	0.007992007992007992	0.4455534038432891	Erythroid	Plasma cell	0.0046899664635867925	0.7612255294374499	False
FAM104A	0.007992007992007992	0.40109225830658274	Progenitor	T cell	0.0006319956413255763	0.7612255294374499	False
ENSG00000249207	0.007992007992007992	0.0953147353361945	Dendritic cell	T cell	0.0010284970919410175	0.7612255294374499	False
CD247	0.007992007992007992	0.3393117831074035	Plasma cell	T cell	0.0002533499771433661	0.7612255294374499	False
CERS4	0.007992007992007992	0.14044327896054637	Plasma cell	NK	0.0007178863469273143	0.7612255294374499	False
PPP2R3B	0.007992007992007992	0.5657045840407471	Plasma cell	NK	0.0021399867291270577	0.7612255294374499	False
ENSG00000268362	0.007992007992007992	0.23893540669856456	Erythroid	Plasma cell	0.0014934094547840442	0.7612255294374499	False
GNG10	0.007992007992007992	0.32775232980571795	Plasma cell	Progenitor	0.0013822111948122967	0.7612255294374499	False
TMC6	0.007992007992007992	0.214691203992514	Progenitor	Monocyte	0.0005476783451771586	0.7612255294374499	False
ATP11A	0.007992007992007992	0.0644926123013772	Erythroid	Plasma cell	0.00015627603820792885	0.7612255294374499	False
TBC1D2	0.008991008991008992	0.4246143057503506	B cell	Erythroid	0.0023952752344715282	0.7612255294374499	False
CDK9	0.008991008991008992	0.3095238095238095	Dendritic cell	Plasma cell	0.0005389657355614459	0.7612255294374499	False
BLVRB	0.008991008991008992	0.4043062200956938	Plasma cell	B cell	0.0003648187519990972	0.7612255294374499	False
SH3TC1	0.008991008991008992	0.5837289301685586	Progenitor	Dendritic cell	0.0007665817932254256	0.7612255294374499	False
LINC00412	0.008991008991008992	0.4349122807017544	Progenitor	T cell	0.0009304649061880136	0.7612255294374499	False
KPNA3	0.008991008991008992	0.13919475523419172	Erythroid	T cell	0.00024425538624652605	0.7612255294374499	False
RPH3AL	0.008991008991008992	0.5023041474654377	Erythroid	T cell	0.006672629583931384	0.7612255294374499	False
TOP1	0.008991008991008992	0.2356519055644255	Monocyte	Plasma cell	9.956175279638422e-05	0.7612255294374499	False
CRADD	0.008991008991008992	0.17922237358590132	Plasma cell	T cell	0.0011240415754294208	0.7612255294374499	False
RANBP17	0.008991008991008992	0.19422572178477687	Monocyte	Dendritic cell	0.0013990868774915583	0.7612255294374499	False
HYPK	0.008991008991008992	0.2513091082196128	Dendritic cell	Plasma cell	0.0005546512238170774	0.7612255294374499	False
PIGA	0.008991008991008992	0.5861423220973783	Progenitor	T cell	0.0012572565380506505	0.7612255294374499	False
ACACA	0.008991008991008992	0.23043324661977704	Progenitor	Dendritic cell	0.0006071891160712144	0.7612255294374499	False
GZMA	0.008991008991008992	0.48009367681498827	Progenitor	Monocyte	4.1264399602535994e-05	0.7612255294374499	False
CYRIB	0.00999000999000999	0.26628344481605354	Progenitor	Erythroid	0.0001884927848123738	0.7612255294374499	False
GLT8D1	0.00999000999000999	0.6378787878787879	Dendritic cell	Progenitor	0.005358234234550369	0.7612255294374499	False
GINS2	0.00999000999000999	0.22168109668109665	Dendritic cell	B cell	0.0006415312943551002	0.7612255294374499	False
DHX29	0.00999000999000999	0.32065077438104694	Monocyte	NK	0.0008782343955558965	0.7612255294374499	False
TARS3	0.00999000999000999	0.20434924128524268	Dendritic cell	T cell	0.0005640673510720241	0.7612255294374499	False
ING3	0.00999000999000999	0.23478737329152843	Monocyte	T cell	0.004099449221348657	0.7612255294374499	False
PIP5K1B	0.00999000999000999	0.26976284584980237	T cell	Monocyte	0.00028174998418120233	0.7612255294374499	False
LILRB3	0.00999000999000999	0.43028846153846156	Plasma cell	Progenitor	0.00044682583117881217	0.7612255294374499	False
PINX1	0.00999000999000999	0.29330630221259046	T cell	Plasma cell	0.0014988977457538921	0.7612255294374499	False
ENSG00000291015	0.00999000999000999	0.2653846153846154	Plasma cell	B cell	0.0014521489970379577	0.7612255294374499	False
DNAJC15	0.00999000999000999	0.26284502747929817	Plasma cell	Erythroid	0.00022842806261538697	0.7612255294374499	False
GPC6	0.00999000999000999	0.16290596061040824	Monocyte	Dendritic cell	0.0006982454496235737	0.7612255294374499	False
BTRC	0.00999000999000999	0.18169849960295903	Progenitor	Dendritic cell	0.00036404280106763163	0.7612255294374499	False
HDHD3	0.00999000999000999	0.3965251506235113	Plasma cell	NK	0.001332050623185576	0.7612255294374499	False
MPEG1	0.00999000999000999	0.32489898655361993	Dendritic cell	B cell	0.0001448022093164072	0.7612255294374499	False
CAMK2D	0.00999000999000999	0.136383013538186	T cell	Erythroid	8.751007740831434e-05	0.7612255294374499	False
IKBKE	0.00999000999000999	0.38320355951056734	Erythroid	NK	0.0047446295764844194	0.7612255294374499	False
SNX25	0.00999000999000999	0.1335198328411818	Progenitor	Monocyte	0.000454013983757496	0.7612255294374499	False
NFATC2IP	0.00999000999000999	0.1538648813146683	T cell	Plasma cell	0.00046900044165345856	0.7612255294374499	False
NUP93	0.00999000999000999	0.2804069454229	Plasma cell	B cell	0.0007031166458032378	0.7612255294374499	False
NUP37	0.00999000999000999	0.13611111111111107	Plasma cell	Progenitor	0.00015030771727543734	0.7612255294374499	False
TMEM94	0.00999000999000999	0.2760765550239235	Dendritic cell	NK	0.0031869517400557185	0.7612255294374499	False
A2M	0.00999000999000999	0.16036414565826335	Erythroid	B cell	0.000962656716328776	0.7612255294374499	False
GABPB2	0.01098901098901099	0.23362391033623908	T cell	Progenitor	0.003082019568928036	0.7663003663003664	False
CDC42BPA	0.01098901098901099	0.1648959716688801	B cell	Monocyte	0.000413937043593879	0.7663003663003664	False
TUBGCP4	0.01098901098901099	0.2391472868217055	Plasma cell	Dendritic cell	0.0007617240075065149	0.7663003663003664	False
GM2A	0.01098901098901099	0.38205337759943137	Monocyte	B cell	0.000905012993221176	0.7663003663003664	False
JUN	0.01098901098901099	0.7419962222647284	Plasma cell	NK	0.00016626175148782966	0.7663003663003664	False
MAVS	0.01098901098901099	0.33603422725751714	Plasma cell	Progenitor	0.0006929621713552059	0.7663003663003664	False
TMX4	0.01098901098901099	0.2746572104018912	Progenitor	Dendritic cell	0.0002307881472884485	0.7663003663003664	False
PAM	0.01098901098901099	0.10058702205299064	T cell	Dendritic cell	0.0004061835963547213	0.7663003663003664	False
ZNG1C	0.01098901098901099	0.32579185520361986	NK	T cell	0.001101528946388194	0.7663003663003664	False
KIAA0319L	0.01098901098901099	0.27421584263689525	Dendritic cell	Plasma cell	0.0014298558678688452	0.7663003663003664	False
DAPP1	0.01098901098901099	0.48913043478260865	Progenitor	Dendritic cell	0.00044227235777146784	0.7663003663003664	False
FXYD5	0.01098901098901099	0.45619277942012904	Progenitor	Dendritic cell	9.250316308987853e-05	0.7663003663003664	False
EIF3F	0.01098901098901099	0.648979069710777	Plasma cell	Progenitor	0.000210587011882598	0.7663003663003664	False
LDLRAD3	0.01098901098901099	0.4424753867791842	T cell	Dendritic cell	0.0018475709475074726	0.7663003663003664	False
INTS11	0.011988011988011988	0.7816091954022988	Dendritic cell	NK	0.0007230523673656109	0.7749104827756513	False
PDLIM1	0.011988011988011988	0.7149321266968326	Monocyte	Progenitor	0.00025090125921731286	0.7749104827756513	False
RGS2	0.011988011988011988	0.4077608142493639	Plasma cell	T cell	0.004207679258310578	0.7749104827756513	False
IDNK	0.011988011988011988	0.4053030303030303	Monocyte	Dendritic cell	0.0007420474405493057	0.7749104827756513	False
CYSLTR2	0.011988011988011988	0.2865606793719759	NK	Plasma cell	0.00040032777755639093	0.7749104827756513	False
GCNT7	0.011988011988011988	0.38735177865612647	Progenitor	Plasma cell	0.0004729219478058162	0.7749104827756513	False
PRKAR2A	0.011988011988011988	0.26787153217451365	Dendritic cell	Progenitor	0.0019410483542655942	0.7749104827756513	False
CHML	0.011988011988011988	0.40919540229885065	Monocyte	Dendritic cell	0.00395860812016606	0.7749104827756513	False
UBA6-DT	0.011988011988011988	0.38071436009580345	Plasma cell	Progenitor	0.0018419925905359027	0.7749104827756513	False
FOXRED1	0.011988011988011988	0.3617792023458581	Monocyte	Plasma cell	0.0007719304910531638	0.7749104827756513	False
FRMD4B	0.011988011988011988	0.38200183654729114	Erythroid	T cell	0.001210988333844734	0.7749104827756513	False
ANO6	0.011988011988011988	0.12704924161237752	T cell	Erythroid	0.0010082223434394585	0.7749104827756513	False
LINC01004	0.011988011988011988	0.22579365079365082	Dendritic cell	Monocyte	0.0011017525258209173	0.7749104827756513	False
ELOF1	0.012987012987012988	0.7580645161290323	Dendritic cell	Plasma cell	0.0002303358977571267	0.7864661654135339	False
ZNRF1	0.012987012987012988	0.1034244206157039	B cell	Plasma cell	0.0009638239236623758	0.7864661654135339	False
TOP3A	0.012987012987012988	0.27727272727272734	Dendritic cell	T cell	0.0014898904793439068	0.7864661654135339	False
AMMECR1	0.012987012987012988	0.24000000000000005	Dendritic cell	B cell	0.0005904692019235412	0.7864661654135339	False
ZBTB7A	0.012987012987012988	0.2223049865507966	Progenitor	Plasma cell	0.0004277391735040884	0.7864661654135339	False
LHFPL6	0.012987012987012988	0.23303964757709245	T cell	Progenitor	0.0008422288274508572	0.7864661654135339	False
ENSG00000291228	0.012987012987012988	0.3372294372294372	NK	Plasma cell	0.001861624716847771	0.7864661654135339	False
SIDT1	0.012987012987012988	0.15015015015015015	Erythroid	Progenitor	0.001143490683292479	0.7864661654135339	False
VAV1	0.012987012987012988	0.4294249439880508	Progenitor	Erythroid	0.0012302241071742003	0.7864661654135339	False
TTC38	0.012987012987012988	0.571706515629729	Plasma cell	NK	0.0010190959630625898	0.7864661654135339	False
INPP5A	0.012987012987012988	0.16397480668495884	T cell	Erythroid	0.0003379197860096206	0.7864661654135339	False
GFI1B	0.012987012987012988	0.4521568627450981	Dendritic cell	Monocyte	5.026824405179955e-05	0.7864661654135339	False
KAT2B	0.013986013986013986	0.2398268398268399	Progenitor	Plasma cell	0.0008377488231145406	0.7872948968839381	False
CTNNBIP1	0.013986013986013986	0.3437849944008958	Dendritic cell	Erythroid	0.0063886727651336775	0.7872948968839381	False
TIMM13	0.013986013986013986	0.38528756251359	Plasma cell	Monocyte	0.00022367998502706316	0.7872948968839381	False
MTMR2	0.013986013986013986	0.24090926089829096	Plasma cell	Monocyte	0.0009253859101302287	0.7872948968839381	False
TPM3	0.013986013986013986	0.1235376522650734	Plasma cell	B cell	0.000622195541332524	0.7872948968839381	False
GNB5	0.013986013986013986	0.21796309555645654	Plasma cell	T cell	0.0003319588121182935	0.7872948968839381	False
BLMH	0.013986013986013986	0.2117087101380295	Plasma cell	B cell	0.001415361375287641	0.7872948968839381	False
EPOR	0.013986013986013986	0.34960247349823326	Erythroid	Plasma cell	0.0013200675431636784	0.7872948968839381	False
STX18-AS1	0.013986013986013986	0.13319956783454234	B cell	Monocyte	0.0009296888836816563	0.7872948968839381	False
ARHGEF6	0.013986013986013986	0.25065537406735233	Plasma cell	Progenitor	0.0008976910474195155	0.7872948968839381	False
ZNF16	0.013986013986013986	0.2919217855026664	B cell	Plasma cell	0.001354139397791939	0.7872948968839381	False
CASTOR3P	0.013986013986013986	0.28548644338118023	Dendritic cell	T cell	0.001815854131662848	0.7872948968839381	False
ZDHHC2	0.013986013986013986	0.3671529915673939	Plasma cell	Progenitor	0.0008094378925656979	0.7872948968839381	False
RPL13	0.013986013986013986	0.33703391608128097	T cell	Plasma cell	0.0013304481528299203	0.7872948968839381	False
GRK2	0.014985014985014986	0.5274725274725275	Plasma cell	Erythroid	0.0006610227134543683	0.7872948968839381	False
ZFAND6	0.014985014985014986	0.26161444974495346	Erythroid	Plasma cell	9.857429012423098e-05	0.7872948968839381	False
ENSG00000290549	0.014985014985014986	0.38055555555555554	Erythroid	NK	0.00391544383014767	0.7872948968839381	False
CDIPT	0.014985014985014986	0.3663967611336032	Erythroid	Plasma cell	0.0034007333127234075	0.7872948968839381	False
ASPN	0.014985014985014986	0.26245614035087717	T cell	NK	0.001157453446275622	0.7872948968839381	False
UGGT2	0.014985014985014986	0.17441176470588232	NK	Plasma cell	0.0002835752756082014	0.7872948968839381	False
RGCC	0.014985014985014986	0.35013125	B cell	T cell	0.000262128773957912	0.7872948968839381	False
FBXW4	0.014985014985014986	0.17060367454068243	Progenitor	Dendritic cell	0.0006984796182215227	0.7872948968839381	False
IFT52	0.014985014985014986	0.20064616755793224	Dendritic cell	NK	0.0007154457230479738	0.7872948968839381	False
MED14	0.014985014985014986	0.17126873126873132	Progenitor	Dendritic cell	0.0004705980610961239	0.7872948968839381	False
RPS17	0.014985014985014986	0.17646121993948083	NK	T cell	0.0006126481626670743	0.7872948968839381	False
ARL6IP5	0.014985014985014986	0.35303523812738385	T cell	Progenitor	0.0001962474739676628	0.7872948968839381	False
SLC7A6OS	0.014985014985014986	0.4054006594735918	Erythroid	Plasma cell	0.000810784747139892	0.7872948968839381	False
LINC02987	0.014985014985014986	0.42972972972972967	Plasma cell	Progenitor	0.002992122708096769	0.7872948968839381	False
STEEP1	0.014985014985014986	0.6519230769230768	Plasma cell	Dendritic cell	0.0015071917506606985	0.7872948968839381	False
CASS4	0.015984015984015984	0.188327962764053	B cell	Progenitor	0.0008306281825122925	0.8066319645267014	False
ENSG00000289161	0.015984015984015984	0.3098330241187384	NK	T cell	0.0034741490708958484	0.8066319645267014	False
ATPAF2	0.015984015984015984	0.26572528883183566	T cell	Plasma cell	0.0031504738791120384	0.8066319645267014	False
TMTC2	0.015984015984015984	0.12377049180327876	T cell	NK	0.0005994140778627095	0.8066319645267014	False
ZWINT	0.015984015984015984	0.7142857142857143	B cell	Plasma cell	0.00018657708131371	0.8066319645267014	False
MGST2	0.015984015984015984	0.6859174624201947	Progenitor	Monocyte	0.0006945713783600273	0.8066319645267014	False
ENSG00000276672	0.015984015984015984	0.08040061204618165	Monocyte	Erythroid	0.0011639458551039276	0.8066319645267014	False
PACSIN2	0.015984015984015984	0.2072931916268989	NK	Erythroid	0.0009177360072051339	0.8066319645267014	False
MRPS26	0.016983016983016984	0.06263940230530474	Plasma cell	Progenitor	0.0003812574314202556	0.8066319645267014	False
ORC6	0.016983016983016984	0.4036217303822937	T cell	Monocyte	0.0009730714851107006	0.8066319645267014	False
VAMP4	0.016983016983016984	0.5847150259067357	Erythroid	Plasma cell	0.0017168383598414752	0.8066319645267014	False
MAP4	0.016983016983016984	0.18724366926950298	Plasma cell	Progenitor	0.00037961267554171874	0.8066319645267014	False
PSMA4	0.016983016983016984	0.5772943062279641	Progenitor	Dendritic cell	8.782256427939024e-05	0.8066319645267014	False
IRAK3	0.016983016983016984	0.40389185977421277	T cell	B cell	0.00028495082724595594	0.8066319645267014	False
PCNA	0.016983016983016984	0.504855577689243	NK	Dendritic cell	0.00033437182226114483	0.8066319645267014	False
BAG1	0.016983016983016984	0.5018315776402658	Progenitor	Plasma cell	0.00040774678347185137	0.8066319645267014	False
RBMS2	0.016983016983016984	0.1210330732069862	Erythroid	Plasma cell	0.0009911376417361414	0.8066319645267014	False
FAM210A	0.016983016983016984	0.3523516483516484	Plasma cell	Dendritic cell	0.001323171422016467	0.8066319645267014	False
RPL3	0.016983016983016984	0.32350624266759576	NK	Monocyte	0.0001400381908075773	0.8066319645267014	False
TBC1D15	0.016983016983016984	0.33502835846317724	Plasma cell	B cell	0.0009968932384674212	0.8066319645267014	False
BTF3L4	0.016983016983016984	0.46794326241134754	Monocyte	Progenitor	0.0016517954558204814	0.8066319645267014	False
METRNL	0.017982017982017984	0.46032205441246116	Progenitor	Monocyte	0.004939647105054781	0.8066319645267014	False
TYK2	0.017982017982017984	0.3513513513513513	T cell	B cell	0.0007290967274467135	0.8066319645267014	False
CHORDC1	0.017982017982017984	0.2609034267912773	Monocyte	Progenitor	0.0014141005743929648	0.8066319645267014	False
PCLAF	0.017982017982017984	0.35714285714285715	NK	T cell	0.0004906561002872855	0.8066319645267014	False
FCGRT	0.017982017982017984	0.2998956762794401	Plasma cell	Erythroid	0.002096511641638303	0.8066319645267014	False
MYNN	0.017982017982017984	0.13903884831163332	Monocyte	T cell	0.0011376778691734191	0.8066319645267014	False
KCNAB2	0.017982017982017984	0.22180226775412776	T cell	Plasma cell	0.0012902936326010526	0.8066319645267014	False
UIMC1	0.017982017982017984	0.2834014385738524	Progenitor	Dendritic cell	0.0003476995674653085	0.8066319645267014	False
