run	study	filter	transcript_id	count	usage	pas_supported	is_reference	hc_reference_model
SRR30639558	GSE276974	F0_all_positive_models	ENST00000530727	196.0	0.053449686392146166	False	True	False
SRR30639558	GSE276974	F0_all_positive_models	ENST00000442510	417.0	0.1137169348241069	True	True	True
SRR30639558	GSE276974	F0_all_positive_models	ENST00000348564	159.0	0.043359694573220614	True	True	True
SRR30639558	GSE276974	F0_all_positive_models	ENST00000367364	1377.0	0.3755113171529861	False	True	True
SRR30639558	GSE276974	F0_all_positive_models	ENST00000413409	56.0	0.01527133896918462	False	True	True
SRR30639558	GSE276974	F0_all_positive_models	ENST00000529828	112.0	0.03054267793836924	True	True	True
SRR30639558	GSE276974	F0_all_positive_models	ENST00000462363	58.0	0.015816743932369783	False	True	True
SRR30639558	GSE276974	F0_all_positive_models	ENST00000418674	21.0	0.005726752113444232	False	True	True
SRR30639558	GSE276974	F0_all_positive_models	ENST00000484135	850.0	0.23179710935369513	True	True	False
SRR30639558	GSE276974	F0_all_positive_models	ENST00000697634	76.0	0.02072538860103627	False	True	False
SRR30639558	GSE276974	F1_pas_supported_models	ENST00000367367	345.0	0.18321826872012745	True	True	False
SRR30639558	GSE276974	F1_pas_supported_models	ENST00000442510	417.0	0.2214551248008497	True	True	True
SRR30639558	GSE276974	F1_pas_supported_models	ENST00000348564	159.0	0.0844397238449283	True	True	True
SRR30639558	GSE276974	F1_pas_supported_models	ENST00000529828	112.0	0.05947955390334572	True	True	True
SRR30639558	GSE276974	F1_pas_supported_models	ENST00000484135	850.0	0.4514073287307488	True	True	False
SRR30639558	GSE276974	F2_high_confidence_reference_models	ENST00000442510	417.0	0.6061046511627907	True	True	True
SRR30639558	GSE276974	F2_high_confidence_reference_models	ENST00000348564	159.0	0.2311046511627907	True	True	True
SRR30639558	GSE276974	F2_high_confidence_reference_models	ENST00000529828	112.0	0.16279069767441862	True	True	True
SRR35267327	GSE307660	F0_all_positive_models	ENST00000348564	74.0	0.016603096253085033	True	True	True
SRR35267327	GSE307660	F0_all_positive_models	ENST00000697630	743.0	0.16670406102759705	False	True	False
SRR35267327	GSE307660	F0_all_positive_models	ENST00000530727	249.0	0.05586717522997532	False	True	False
SRR35267327	GSE307660	F0_all_positive_models	ENST00000442510	240.0	0.05384787973973525	True	True	True
SRR35267327	GSE307660	F0_all_positive_models	ENST00000462363	42.0	0.009423378954453668	False	True	True
SRR35267327	GSE307660	F0_all_positive_models	ENST00000367367	138.0	0.030962530850347766	True	True	False
SRR35267327	GSE307660	F0_all_positive_models	ENST00000367364	2575.0	0.5777428763742427	False	True	True
SRR35267327	GSE307660	F0_all_positive_models	ENST00000529828	68.0	0.015256899259591653	True	True	True
SRR35267327	GSE307660	F0_all_positive_models	ENST00000413409	30.0	0.006730984967466906	False	True	True
SRR35267327	GSE307660	F0_all_positive_models	ENST00000484135	298.0	0.0668611173435046	True	True	False
SRR35267327	GSE307660	F1_pas_supported_models	ENST00000348564	74.0	0.09046454767726161	True	True	True
SRR35267327	GSE307660	F1_pas_supported_models	ENST00000442510	240.0	0.293398533007335	True	True	True
SRR35267327	GSE307660	F1_pas_supported_models	ENST00000367367	138.0	0.1687041564792176	True	True	False
SRR35267327	GSE307660	F1_pas_supported_models	ENST00000529828	68.0	0.08312958435207823	True	True	True
SRR35267327	GSE307660	F1_pas_supported_models	ENST00000484135	298.0	0.3643031784841076	True	True	False
SRR35267327	GSE307660	F2_high_confidence_reference_models	ENST00000348564	74.0	0.193717277486911	True	True	True
SRR35267327	GSE307660	F2_high_confidence_reference_models	ENST00000442510	240.0	0.6282722513089005	True	True	True
SRR35267327	GSE307660	F2_high_confidence_reference_models	ENST00000529828	68.0	0.17801047120418848	True	True	True
SRR35267328	GSE307660	F0_all_positive_models	ENST00000348564	26.0	0.07492795389048991	True	True	True
SRR35267328	GSE307660	F0_all_positive_models	ENST00000530727	20.0	0.05763688760806916	False	True	False
SRR35267328	GSE307660	F0_all_positive_models	ENST00000367364	276.0	0.7953890489913544	False	True	True
SRR35267328	GSE307660	F0_all_positive_models	ENST00000442510	13.0	0.037463976945244955	True	True	True
SRR35267328	GSE307660	F0_all_positive_models	ENST00000529828	4.0	0.011527377521613832	True	True	True
SRR35267328	GSE307660	F0_all_positive_models	ENST00000413409	8.0	0.023054755043227664	False	True	True
SRR35267328	GSE307660	F1_pas_supported_models	ENST00000348564	26.0	0.6046511627906976	True	True	True
SRR35267328	GSE307660	F1_pas_supported_models	ENST00000442510	13.0	0.3023255813953488	True	True	True
SRR35267328	GSE307660	F1_pas_supported_models	ENST00000529828	4.0	0.09302325581395349	True	True	True
SRR35267328	GSE307660	F2_high_confidence_reference_models	ENST00000348564	26.0	0.6046511627906976	True	True	True
SRR35267328	GSE307660	F2_high_confidence_reference_models	ENST00000442510	13.0	0.3023255813953488	True	True	True
SRR35267328	GSE307660	F2_high_confidence_reference_models	ENST00000529828	4.0	0.09302325581395349	True	True	True
SRR35267329	GSE307660	F0_all_positive_models	ENST00000367379	321.0	0.02690244720080456	False	True	False
SRR35267329	GSE307660	F0_all_positive_models	ENST00000367364	7442.0	0.6237009721756621	False	True	True
SRR35267329	GSE307660	F0_all_positive_models	ENST00000643513	65.0	0.005447536037546095	False	True	False
SRR35267329	GSE307660	F0_all_positive_models	ENST00000348564	427.0	0.03578612135434127	True	True	True
SRR35267329	GSE307660	F0_all_positive_models	ENST00000530727	1121.0	0.09394904458598727	False	True	False
SRR35267329	GSE307660	F0_all_positive_models	ENST00000442510	267.0	0.022376801877304727	True	True	True
SRR35267329	GSE307660	F0_all_positive_models	ENST00000462363	151.0	0.012655045256453236	False	True	True
SRR35267329	GSE307660	F0_all_positive_models	ENST00000367367	570.0	0.04777070063694268	True	True	False
SRR35267329	GSE307660	F0_all_positive_models	ENST00000413409	74.0	0.0062018102581294	False	True	True
SRR35267329	GSE307660	F0_all_positive_models	ENST00000529828	202.0	0.016929265839758633	True	True	True
SRR35267329	GSE307660	F0_all_positive_models	ENST00000697630	1174.0	0.09839088166275561	False	True	False
SRR35267329	GSE307660	F0_all_positive_models	ENST00000645247	5.0	0.00041904123365739187	False	True	False
SRR35267329	GSE307660	F0_all_positive_models	ENST00000391970	51.0	0.0042742205833053975	False	True	True
SRR35267329	GSE307660	F0_all_positive_models	ENST00000418674	33.0	0.0027656721421387863	False	True	True
SRR35267329	GSE307660	F0_all_positive_models	ENST00000427110	2.0	0.00016761649346295676	False	True	True
SRR35267329	GSE307660	F0_all_positive_models	ENST00000697634	27.0	0.002262822661749916	False	True	False
