gene	pval	effect	n_pas	qval	sig
ENSG00000158985	0.000999000999000999	0.1765252201320241	39	0.0034784714626611857	False
ENSG00000158987	0.000999000999000999	0.4814068616163942	33	0.0034784714626611857	True
ENSG00000159023	0.000999000999000999	0.4074883449883451	37	0.0034784714626611857	True
ENSG00000159063	0.000999000999000999	0.0727272727272727	20	0.0034784714626611857	False
ENSG00000158711	0.000999000999000999	0.36939964157706084	39	0.0034784714626611857	True
ENSG00000158769	0.000999000999000999	0.2985190097259063	26	0.0034784714626611857	True
ENSG00000291158	0.000999000999000999	0.4205566990928744	13	0.0034784714626611857	True
ENSG00000005483	0.000999000999000999	0.30190288991278136	97	0.0034784714626611857	True
ENSG00000007341	0.000999000999000999	0.4320074696545285	43	0.0034784714626611857	True
ENSG00000007392	0.000999000999000999	0.252515739838255	12	0.0034784714626611857	True
ENSG00000291207	0.000999000999000999	0.22066052227342547	14	0.0034784714626611857	True
ENSG00000002330	0.000999000999000999	0.05367509846422359	5	0.0034784714626611857	False
ENSG00000159110	0.000999000999000999	0.3613595348906962	34	0.0034784714626611857	True
ENSG00000159140	0.000999000999000999	0.22186249491169235	66	0.0034784714626611857	True
ENSG00000159147	0.000999000999000999	0.4336069531627233	29	0.0034784714626611857	True
ENSG00000291107	0.000999000999000999	0.39012669287898655	23	0.0034784714626611857	True
ENSG00000291113	0.000999000999000999	0.23546019198193108	9	0.0034784714626611857	True
ENSG00000005801	0.000999000999000999	0.26225224412765513	16	0.0034784714626611857	True
ENSG00000005812	0.000999000999000999	0.18359969558599695	30	0.0034784714626611857	False
ENSG00000005844	0.000999000999000999	0.0675134430796546	11	0.0034784714626611857	False
ENSG00000005889	0.000999000999000999	0.3765947624643277	28	0.0034784714626611857	True
ENSG00000291091	0.000999000999000999	0.3139844108207244	16	0.0034784714626611857	True
ENSG00000005379	0.000999000999000999	0.2562962962962963	9	0.0034784714626611857	True
ENSG00000005893	0.000999000999000999	0.4627473569382283	44	0.0034784714626611857	True
ENSG00000005339	0.000999000999000999	0.26581196581196576	25	0.0034784714626611857	True
ENSG00000005175	0.000999000999000999	0.596480738019988	25	0.0034784714626611857	True
ENSG00000005187	0.000999000999000999	0.6925858951175408	26	0.0034784714626611857	True
ENSG00000004779	0.000999000999000999	0.01996533050053349	11	0.0034784714626611857	False
ENSG00000006125	0.000999000999000999	0.4407407407407407	31	0.0034784714626611857	True
ENSG00000006451	0.000999000999000999	0.2188269247092777	17	0.0034784714626611857	True
ENSG00000006530	0.000999000999000999	0.29885929569357966	27	0.0034784714626611857	True
ENSG00000010322	0.000999000999000999	0.2632038065027756	11	0.0034784714626611857	True
ENSG00000010404	0.000999000999000999	0.23134833238992086	42	0.0034784714626611857	True
ENSG00000010810	0.000999000999000999	0.27214684756584195	27	0.0034784714626611857	True
ENSG00000157873	0.000999000999000999	0.09872922776148582	10	0.0034784714626611857	False
ENSG00000157895	0.000999000999000999	0.27681577681577674	15	0.0034784714626611857	True
ENSG00000160310	0.000999000999000999	0.38131951950570714	30	0.0034784714626611857	True
ENSG00000160336	0.000999000999000999	0.28043660789252733	14	0.0034784714626611857	True
ENSG00000160352	0.000999000999000999	0.4789345057823407	16	0.0034784714626611857	True
ENSG00000159921	0.000999000999000999	0.16770911790068876	18	0.0034784714626611857	False
ENSG00000008441	0.000999000999000999	0.7985381452718135	30	0.0034784714626611857	True
ENSG00000008513	0.000999000999000999	0.33206793206793206	32	0.0034784714626611857	True
ENSG00000289100	0.000999000999000999	0.49771304766490126	17	0.0034784714626611857	True
ENSG00000288920	0.000999000999000999	0.04833962973660042	20	0.0034784714626611857	False
ENSG00000290039	0.000999000999000999	0.27170090561283994	8	0.0034784714626611857	True
ENSG00000290122	0.000999000999000999	0.18985237181770445	7	0.0034784714626611857	False
ENSG00000289740	0.000999000999000999	0.2767590311130471	97	0.0034784714626611857	True
ENSG00000160049	0.000999000999000999	0.23033598757040205	35	0.0034784714626611857	True
ENSG00000160058	0.000999000999000999	0.2626086956521739	22	0.0034784714626611857	True
ENSG00000160075	0.000999000999000999	0.11592230540207686	24	0.0034784714626611857	False
ENSG00000157916	0.000999000999000999	0.13220482306138323	18	0.0034784714626611857	False
