gene	pval	effect	n_iso	qval	sig
ENSG00000121073	0.000999000999000999	0.21975341982561922	17	0.004933419521654815	True
ENSG00000272677	0.000999000999000999	0.5893730546909737	3	0.004933419521654815	True
ENSG00000272888	0.000999000999000999	0.18045044188893222	12	0.004933419521654815	False
ENSG00000051108	0.000999000999000999	0.4017742478716966	15	0.004933419521654815	True
ENSG00000051825	0.000999000999000999	0.8361940298507463	23	0.004933419521654815	True
ENSG00000053254	0.000999000999000999	0.18824658098745717	10	0.004933419521654815	False
ENSG00000053501	0.000999000999000999	0.07109393910384956	7	0.004933419521654815	False
ENSG00000162613	0.000999000999000999	0.1515672873279752	15	0.004933419521654815	False
ENSG00000120699	0.000999000999000999	0.3895519507212657	31	0.004933419521654815	True
ENSG00000120705	0.000999000999000999	0.5154880908305566	8	0.004933419521654815	True
ENSG00000120727	0.000999000999000999	0.10687277292283084	7	0.004933419521654815	False
