srr	gse	manifest_cells	ondisk_barcodes	isoquant_path	status
SRR35586254	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586255	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586256	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586257	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586258	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586259	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586260	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586261	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586263	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586264	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586265	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586266	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586267	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586268	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586269	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586270	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586271	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586272	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586274	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586275	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586276	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586277	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586278	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586279	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586280	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586281	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586282	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586283	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586284	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586285	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586286	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586287	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586288	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586289	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586290	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586291	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586292	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586293	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586294	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586295	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586296	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586297	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586298	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586299	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586300	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586301	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586302	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586303	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586304	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586305	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586306	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586307	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586308	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586309	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586310	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586311	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586312	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586313	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586314	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586315	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586316	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586317	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586318	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586319	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586320	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586321	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586323	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586324	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586325	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586326	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586327	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586328	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586329	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586330	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586331	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586332	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586333	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586334	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586335	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586336	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586337	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586338	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586339	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586340	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586341	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586342	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586343	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586344	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586345	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586346	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586347	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586348	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586349	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586350	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586351	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586352	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586353	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586354	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586355	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586356	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586357	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586358	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586359	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586360	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586361	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586362	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586363	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586364	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586365	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586366	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR35586367	GSE309071	1.0		data/isoquant_smartseq2/GSE309071	no_barcode_file
SRR36480452	GSE314176	14400.0	333043.0	data/isoquant_pacbio/GSE314059/SRR36480452	mismatch
SRR36480453	GSE314176	12730.0	310166.0	data/isoquant_pacbio/GSE314059/SRR36480453	mismatch
SRR36480454	GSE314176	4094.0	198213.0	data/isoquant_pacbio/GSE314059/SRR36480454	mismatch
SRR3224853	GSE76026	1.0		data/isoquant_smartseq2/GSE76026	no_barcode_file
SRR3224854	GSE76026	1.0		data/isoquant_smartseq2/GSE76026	no_barcode_file
SRR3224855	GSE76026	1.0		data/isoquant_smartseq2/GSE76026	no_barcode_file
SRR3224856	GSE76026	1.0		data/isoquant_smartseq2/GSE76026	no_barcode_file
SRR3224857	GSE76026	1.0		data/isoquant_smartseq2/GSE76026	no_barcode_file
SRR3224858	GSE76026	1.0		data/isoquant_smartseq2/GSE76026	no_barcode_file
SRR3224859	GSE76026	1.0		data/isoquant_smartseq2/GSE76026	no_barcode_file
SRR3224860	GSE76026	1.0		data/isoquant_smartseq2/GSE76026	no_barcode_file
SRR3224861	GSE76026	1.0		data/isoquant_smartseq2/GSE76026	no_barcode_file
SRR3224862	GSE76026	1.0		data/isoquant_smartseq2/GSE76026	no_barcode_file
SRR3224863	GSE76026	1.0		data/isoquant_smartseq2/GSE76026	no_barcode_file
SRR3224864	GSE76026	1.0		data/isoquant_smartseq2/GSE76026	no_barcode_file
