statistic	pval	effect_equal_donor	effect_pooled_counts	n_features	n_celltypes	n_donors	min_donors_per_celltype	max_donors_per_celltype	gene	qval	sig
0.0006066837982455787	0.004975124378109453	0.11460573466860137	0.07340294840294843	12	7	18	3	10	ENSG00000006744	0.7878575430712876	False
0.0004729465815287828	0.004975124378109453	0.0900195322915357	0.11670207636961735	27	7	18	5	12	ENSG00000007202	0.7878575430712876	False
0.006167305433988594	0.004975124378109453	0.22419371140745112	0.2577482605945604	22	7	15	3	10	ENSG00000042088	0.7878575430712876	False
0.0001689757189764295	0.004975124378109453	0.05279292402128599	0.04685609002727552	12	7	19	8	14	ENSG00000071859	0.7878575430712876	False
0.005267163248111882	0.004975124378109453	0.3191524243035023	0.26367607690087974	33	6	14	5	9	ENSG00000078142	0.7878575430712876	False
0.00292134582126327	0.004975124378109453	0.22944442935119144	0.20675091985282354	11	7	11	3	7	ENSG00000081692	0.7878575430712876	False
0.0016300846808670478	0.004975124378109453	0.16048745469934042	0.18495176848874598	25	7	19	5	15	ENSG00000101347	0.7878575430712876	False
4.402523809749679e-08	0.004975124378109453	0.00012156576707999552	0.0007363770250368175	2	7	17	9	13	ENSG00000108622	0.7878575430712876	False
0.0006347255822232496	0.004975124378109453	0.09825081851173278	0.1214006552100696	13	7	19	6	14	ENSG00000112679	0.7878575430712876	False
0.0007871159424250058	0.004975124378109453	0.11140898559352208	0.19966171406375158	44	7	19	11	17	ENSG00000113575	0.7878575430712876	False
0.0011567929631834837	0.004975124378109453	0.2378913874348158	0.1940147625160462	16	7	16	5	13	ENSG00000114446	0.7878575430712876	False
0.0023289745185478576	0.004975124378109453	0.23123690463422422	0.2048618963010822	23	6	11	3	8	ENSG00000130164	0.7878575430712876	False
0.001194575593831097	0.004975124378109453	0.19991015633733028	0.23354115280647303	55	7	17	7	13	ENSG00000134970	0.7878575430712876	False
0.00029898583946350575	0.004975124378109453	0.07191102934938623	0.20771765644056667	32	7	19	11	15	ENSG00000136146	0.7878575430712876	False
0.0008542655706647994	0.004975124378109453	0.09770099483729044	0.14617451212616503	22	7	17	6	14	ENSG00000143013	0.7878575430712876	False
7.920988724169326e-05	0.004975124378109453	0.054831155329002276	0.06000246652472333	15	7	19	8	14	ENSG00000144848	0.7878575430712876	False
0.0010209175313361943	0.004975124378109453	0.15046350271995393	0.10971347675893132	39	7	19	9	15	ENSG00000145216	0.7878575430712876	False
4.749790799172493e-07	0.004975124378109453	0.003174603174603169	0.003584229390681035	3	7	19	7	13	ENSG00000147813	0.7878575430712876	False
7.133954742685785e-05	0.004975124378109453	0.037872455032770355	0.08565745762308678	11	7	19	10	18	ENSG00000148908	0.7878575430712876	False
0.0012149721769154017	0.004975124378109453	0.18290252069906318	0.15233600755073148	64	7	19	9	16	ENSG00000153944	0.7878575430712876	False
0.0011964830788431839	0.004975124378109453	0.1957387026687142	0.1486337055410093	24	7	18	7	14	ENSG00000160208	0.7878575430712876	False
0.0005956110993125563	0.004975124378109453	0.13978938882027364	0.129754910687793	10	7	14	5	9	ENSG00000165406	0.7878575430712876	False
0.0008739428514033726	0.004975124378109453	0.11036964984057523	0.09199806714723788	20	7	19	9	16	ENSG00000166946	0.7878575430712876	False
3.5548450826212766e-05	0.004975124378109453	0.022541160082666666	0.022629281808445697	13	7	19	4	12	ENSG00000168393	0.7878575430712876	False
9.157665355287961e-06	0.004975124378109453	0.0078467060622932	0.009102648691178869	5	7	19	9	16	ENSG00000169738	0.7878575430712876	False
0.001131351583343392	0.004975124378109453	0.1478401866523071	0.1575727917788109	20	7	15	3	9	ENSG00000171453	0.7878575430712876	False
0.008522914641484145	0.004975124378109453	0.348406643550366	0.3413612927782968	27	4	5	3	4	ENSG00000172667	0.7878575430712876	False
0.0052745739099386395	0.004975124378109453	0.17577348775843826	0.2266857017351197	14	6	9	3	6	ENSG00000173011	0.7878575430712876	False
0.003723131025519939	0.004975124378109453	0.22156555735528702	0.21277851430001726	19	7	18	4	11	ENSG00000187522	0.7878575430712876	False
0.002234395290642583	0.004975124378109453	0.3522830575009479	0.7004096589183797	15	4	7	3	6	ENSG00000196565	0.7878575430712876	False
0.0006267917726055811	0.004975124378109453	0.18308075318273961	0.21216115516064027	171	7	11	8	11	ENSG00000229807	0.7878575430712876	False
0.001245481534271948	0.004975124378109453	0.1562143293060821	0.13158951788868042	29	7	19	11	18	ENSG00000243317	0.7878575430712876	False
0.0016063326255280907	0.004975124378109453	0.11708880845348728	0.0832138186082172	10	6	11	4	9	ENSG00000260083	0.7878575430712876	False
0.000507482098076738	0.009950248756218905	0.0961358158785556	0.08541185788050412	15	7	19	10	16	ENSG00000014641	0.7878575430712876	False
0.0030584269416999987	0.009950248756218905	0.26183770613917673	0.2594722406128819	35	7	10	3	8	ENSG00000070214	0.7878575430712876	False
0.00046790677400482435	0.009950248756218905	0.08868744209099558	0.09333811808257472	29	7	18	9	14	ENSG00000073578	0.7878575430712876	False
0.003871965454888434	0.009950248756218905	0.20874045919181355	0.1726457399103139	26	6	10	4	6	ENSG00000073803	0.7878575430712876	False
0.0002712080705820441	0.009950248756218905	0.07569678613547065	0.10687750368964787	29	7	19	11	17	ENSG00000090273	0.7878575430712876	False
4.701754414748532e-05	0.009950248756218905	0.04640264759659214	0.03546430106217477	20	7	19	8	14	ENSG00000100242	0.7878575430712876	False
0.0008562517167686001	0.009950248756218905	0.08905155654901097	0.0817859673990078	4	6	9	4	5	ENSG00000105204	0.7878575430712876	False
5.3069216333566474e-05	0.009950248756218905	0.042989084989084964	0.0474151490670865	4	5	10	4	7	ENSG00000106992	0.7878575430712876	False
0.0017325143426989574	0.009950248756218905	0.13875845853882285	0.17576879158955785	10	7	16	4	10	ENSG00000108799	0.7878575430712876	False
0.002213136171521169	0.009950248756218905	0.16010220234794	0.13109337301993548	36	7	18	7	14	ENSG00000113719	0.7878575430712876	False
0.0015368310655005518	0.009950248756218905	0.1515711162407819	0.23994467524848384	35	7	19	7	14	ENSG00000115816	0.7878575430712876	False
0.000541295859775526	0.009950248756218905	0.13001162915690403	0.14585340827488172	26	7	18	8	15	ENSG00000117054	0.7878575430712876	False
9.379926565425505e-06	0.009950248756218905	0.011500547645125914	0.009661835748792293	4	6	11	4	8	ENSG00000125454	0.7878575430712876	False
2.97253753303343e-06	0.009950248756218905	0.00733380295967524	0.007365693058339223	5	7	19	8	15	ENSG00000126709	0.7878575430712876	False
0.006321448333483241	0.009950248756218905	0.2667714547541976	0.2822192846332165	30	6	10	4	6	ENSG00000128791	0.7878575430712876	False
0.0004221100775433944	0.009950248756218905	0.10157584735158565	0.09885571300044983	17	7	16	6	11	ENSG00000134109	0.7878575430712876	False
0.000999949446088094	0.009950248756218905	0.12425442757558555	0.3110718185552138	42	7	19	7	15	ENSG00000135090	0.7878575430712876	False
0.00010519381843154094	0.009950248756218905	0.03125427989529902	0.0318019357030336	11	7	19	6	14	ENSG00000136270	0.7878575430712876	False
0.000810121719618191	0.009950248756218905	0.14084033179288702	0.1527376345030836	34	7	19	9	15	ENSG00000139726	0.7878575430712876	False
0.00011529891536625565	0.009950248756218905	0.043982355726458935	0.033671819901012943	11	7	15	3	10	ENSG00000150433	0.7878575430712876	False
0.0056882921266809905	0.009950248756218905	0.33574595174712574	0.3226925746009715	39	7	9	3	7	ENSG00000151135	0.7878575430712876	False
0.005922292862199908	0.009950248756218905	0.21185919564717565	0.21285005893590211	26	4	6	3	5	ENSG00000155906	0.7878575430712876	False
