statistic	pval	effect_equal_donor	effect_pooled_counts	hi_celltype	lo_celltype	n_features	n_celltypes	n_donors	min_donors_per_celltype	max_donors_per_celltype	gene	qval	sig
0.00020538232913142081	0.005994005994005994	0.1674186373391085	0.18377624671916015	NK	Plasma cell	2	7	16	4	16	TMX4	0.4751131221719457	False
0.001072605244621566	0.005994005994005994	0.18308335783784546	0.31016228811196056	T cell	Dendritic cell	2	4	7	4	7	TRBC2	0.4751131221719457	False
0.00037721676446400977	0.005994005994005994	0.0751341306755039	0.07235410268399262	T cell	Plasma cell	2	7	10	3	10	TRIO	0.4751131221719457	False
0.001106034489821932	0.005994005994005994	0.0986804785023861	0.1896664738770002	Plasma cell	Erythroid	2	6	8	3	6	URM1	0.4751131221719457	False
0.004711397968217337	0.005994005994005994	0.5990648903351521	0.541839156593255	Plasma cell	T cell	2	6	8	3	6	VPS51	0.4751131221719457	False
0.001368665072413004	0.006993006993006993	0.20179880911548848	0.22565835939864792	NK	Monocyte	2	5	9	3	8	ANAPC4	0.4751131221719457	False
0.0017650556507012936	0.006993006993006993	0.13267389574881078	0.2595819751615202	Plasma cell	Dendritic cell	2	7	11	3	11	CARD8	0.4751131221719457	False
0.0012307923912382892	0.006993006993006993	0.12174997301349677	0.20639187574671447	Erythroid	T cell	2	4	6	3	5	CCNG1	0.4751131221719457	False
0.0012230914234192913	0.006993006993006993	0.12590526104271005	0.25785654064240965	Erythroid	Dendritic cell	2	7	10	3	9	CHORDC1	0.4751131221719457	False
0.00016287113377756968	0.006993006993006993	0.3801658431517617	0.24789362479131888	B cell	T cell	2	6	12	5	11	KIF22	0.4751131221719457	False
0.0023297462270953813	0.006993006993006993	0.20802468195011367	0.23753302174354807	Erythroid	Monocyte	2	4	5	3	5	MIR17HG	0.4751131221719457	False
0.0027006083930055315	0.006993006993006993	0.10649210239446327	0.08681838333087039	Erythroid	Dendritic cell	2	3	5	4	5	MSRB3	0.4751131221719457	False
0.0006248846430208729	0.006993006993006993	0.020806564214804146	0.11037844036697247	Erythroid	Dendritic cell	2	3	5	3	5	PRIM1	0.4751131221719457	False
0.00013729386643862557	0.006993006993006993	0.17465343364300517	0.19057320721157733	NK	B cell	2	7	12	3	12	RBM47	0.4751131221719457	False
0.0003242905856787891	0.006993006993006993	0.284775812092028	0.25575829809775147	Plasma cell	Dendritic cell	2	7	12	4	12	RNF4	0.4751131221719457	False
0.0007602213930217249	0.006993006993006993	0.13553939419201133	0.2484565168632173	Dendritic cell	Plasma cell	2	7	13	3	13	THUMPD1	0.4751131221719457	False
0.00122492699094634	0.006993006993006993	0.18766447550650706	0.27112904092827766	Erythroid	Plasma cell	2	5	11	4	8	TVP23B	0.4751131221719457	False
0.002527285562986442	0.006993006993006993	0.09174999736129885	0.13759629126145906	Dendritic cell	Erythroid	2	6	11	3	11	VPS26A	0.4751131221719457	False
0.00041700292164473186	0.006993006993006993	0.09756451045051928	0.26528183229189284	NK	T cell	2	7	9	3	9	WASHC2C	0.4751131221719457	False
0.0006358251241228554	0.006993006993006993	0.21193664527474118	0.21908453303802142	B cell	Erythroid	2	4	6	3	6	YPEL2	0.4751131221719457	False
