statistic	pval	effect_equal_donor	effect_pooled_counts	hi_celltype	lo_celltype	n_features	n_celltypes	n_donors	min_donors_per_celltype	max_donors_per_celltype	gene	qval	sig
0.0024728073842633144	0.004975124378109453	0.09246830467100636	0.19096312905887086	Monocyte	Plasma cell	2	4	4	3	3	ALOX5AP	0.9553843684801797	False
0.0008144384241442839	0.004975124378109453	0.2090095100774897	0.270996640537514	Dendritic cell	T cell	2	5	7	3	6	ARHGAP30	0.9553843684801797	False
0.0013162028874516554	0.004975124378109453	0.13376856510118024	0.1327116734552387	Monocyte	NK	2	7	9	3	6	BMS1	0.9553843684801797	False
0.00046604962864127983	0.004975124378109453	0.1819692597450145	0.18922746585042716	Erythroid	NK	2	7	14	5	11	BRWD3	0.9553843684801797	False
0.001027210399191335	0.004975124378109453	0.12581019959998213	0.0630551538938236	T cell	Plasma cell	2	4	5	3	5	C7orf50	0.9553843684801797	False
0.0002953975612030418	0.004975124378109453	0.11834992367279551	0.09143901443001584	Plasma cell	NK	2	7	15	8	11	CASK	0.9553843684801797	False
0.0008577289811687013	0.004975124378109453	0.2906669294486644	0.2908235964662297	Erythroid	NK	2	7	10	4	7	CDC123	0.9553843684801797	False
0.0010340160200626365	0.004975124378109453	0.09788073625683397	0.11093781912029554	T cell	Dendritic cell	2	6	7	3	5	CLIC4	0.9553843684801797	False
0.0007409439934475813	0.004975124378109453	0.1187002168990755	0.37149459908599913	T cell	Dendritic cell	2	6	11	4	8	COPS3	0.9553843684801797	False
0.0005018305315280693	0.004975124378109453	0.19122571621039403	0.135579398504794	Dendritic cell	Erythroid	2	7	12	3	10	DECR1	0.9553843684801797	False
0.00039129838345262663	0.004975124378109453	0.13848027457810097	0.30034482758620695	B cell	Erythroid	2	6	7	4	7	DNAJB11	0.9553843684801797	False
0.00022472001287604282	0.004975124378109453	0.09373181122062518	0.1552909737546826	Dendritic cell	NK	2	7	19	7	15	DOP1B	0.9553843684801797	False
0.0004904876531537406	0.004975124378109453	0.20290898788668849	0.2219622699841861	Plasma cell	NK	2	7	13	5	10	GOLGA8B	0.9553843684801797	False
0.0007161035409311508	0.004975124378109453	0.21579013654301205	0.376310113890045	T cell	B cell	2	7	9	4	7	GOLT1B	0.9553843684801797	False
0.0017322092767551225	0.004975124378109453	0.19230366081329575	0.2828678740923857	Monocyte	Dendritic cell	2	7	15	7	12	IL3RA	0.9553843684801797	False
0.0009067949927473421	0.004975124378109453	0.35390512935315804	0.33044112671605996	T cell	Plasma cell	2	5	7	3	4	KLRG1	0.9553843684801797	False
0.0016966735468741424	0.004975124378109453	0.2736148767750172	0.24865778484788226	T cell	Monocyte	2	7	9	3	5	MARK4	0.9553843684801797	False
3.6981165435765975e-05	0.004975124378109453	0.05063178673315105	0.11271641439120006	NK	Dendritic cell	2	7	18	11	17	PAN3	0.9553843684801797	False
