statistic	pval	effect_equal_donor	effect_pooled_counts	n_features	n_celltypes	n_donors	min_donors_per_celltype	max_donors_per_celltype	gene	qval	sig
0.00489294587345104	0.004975124378109453	0.18708742714753884	0.12393518925090011	2	4	4	3	4	ENSG00000006756	0.8201247284703244	False
0.014735204377342473	0.004975124378109453	0.15743209347257947	0.22594618722525228	2	7	17	4	12	ENSG00000014123	0.8201247284703244	False
0.008919109908387398	0.004975124378109453	0.4655189444807777	0.3713103443706195	14	6	12	4	7	ENSG00000069974	0.8201247284703244	False
0.0015445254723476483	0.004975124378109453	0.1960259505607511	0.08922555558331044	5	6	14	6	8	ENSG00000085231	0.8201247284703244	False
0.007006473328016757	0.004975124378109453	0.34562354163803577	0.2576408240306918	11	6	12	4	8	ENSG00000104957	0.8201247284703244	False
0.006138819463740454	0.004975124378109453	0.34450238374667375	0.3299992131869861	32	6	13	5	7	ENSG00000108094	0.8201247284703244	False
0.006000152071735088	0.004975124378109453	0.35359721143871303	0.19447445593455784	10	5	5	3	3	ENSG00000112031	0.8201247284703244	False
0.0034772804054512625	0.004975124378109453	0.2932355164311316	0.302341783493466	15	7	17	5	11	ENSG00000113712	0.8201247284703244	False
1.1453483760123328e-05	0.004975124378109453	0.006563719385637176	0.010309278350515445	2	7	17	4	12	ENSG00000115073	0.8201247284703244	False
0.004212005253080194	0.004975124378109453	0.1732363823740974	0.15052481331267734	5	6	14	6	9	ENSG00000115350	0.8201247284703244	False
0.006125868406322694	0.004975124378109453	0.1725573225825711	0.18428658521998648	6	6	13	4	9	ENSG00000117528	0.8201247284703244	False
0.0015542982535086173	0.004975124378109453	0.08007714213652209	0.08339934113001894	7	6	15	6	9	ENSG00000123154	0.8201247284703244	False
0.00011900385887809984	0.004975124378109453	0.05400012275991464	0.03555844621364948	5	7	19	10	19	ENSG00000125971	0.8201247284703244	False
0.005376021301752327	0.004975124378109453	0.30626503783039694	0.2259939054638226	5	7	13	4	8	ENSG00000128294	0.8201247284703244	False
0.020708988511175086	0.004975124378109453	0.4257730533829073	0.3479759321561523	20	6	14	5	8	ENSG00000134779	0.8201247284703244	False
0.004522785278774177	0.004975124378109453	0.1707114424100437	0.19922237624834005	5	7	13	3	10	ENSG00000135108	0.8201247284703244	False
8.900886612869208e-06	0.004975124378109453	0.009230769230769192	0.015306122448979572	2	7	14	4	9	ENSG00000137078	0.8201247284703244	False
0.001970036392176813	0.004975124378109453	0.23904535177007455	0.2167357887068684	14	7	18	6	14	ENSG00000144674	0.8201247284703244	False
0.0011898411981708969	0.004975124378109453	0.08840047126848102	0.10577894903559001	6	7	17	3	13	ENSG00000147416	0.8201247284703244	False
0.0008107375776721997	0.004975124378109453	0.1349179523434723	0.1021911643134481	6	6	9	3	7	ENSG00000161671	0.8201247284703244	False
0.0035171227039245507	0.004975124378109453	0.1347682664114474	0.14138571916336184	6	7	19	4	14	ENSG00000162384	0.8201247284703244	False
0.004485377062334632	0.004975124378109453	0.2004998248139573	0.1615584572603071	14	7	15	3	10	ENSG00000164329	0.8201247284703244	False
0.004708543098255547	0.004975124378109453	0.24282883776486985	0.14748073503260228	4	7	6	3	6	ENSG00000167118	0.8201247284703244	False
0.014135907975381331	0.004975124378109453	0.28495016751619184	0.36110316709564355	6	3	5	4	5	ENSG00000167851	0.8201247284703244	False
0.00015324678377937978	0.004975124378109453	0.06136265569359662	0.025872009176015627	6	7	19	10	19	ENSG00000173113	0.8201247284703244	False
0.01286557601170477	0.004975124378109453	0.24108750067983523	0.3139165213824223	6	6	12	5	8	ENSG00000173473	0.8201247284703244	False
0.010212933432756137	0.004975124378109453	0.35170745370770284	0.33520892906558436	35	6	13	5	8	ENSG00000174720	0.8201247284703244	False
0.0024722277300729583	0.004975124378109453	0.10872017344367714	0.17262143563997048	2	7	15	4	11	ENSG00000176624	0.8201247284703244	False
6.0266786061031264e-05	0.004975124378109453	0.023363733041152378	0.10256446300340205	2	7	18	5	14	ENSG00000177721	0.8201247284703244	False
0.004991757375213046	0.004975124378109453	0.10245441426722487	0.25593121560535526	5	7	19	10	19	ENSG00000177954	0.8201247284703244	False
0.0025938452042004842	0.004975124378109453	0.14013337021596095	0.17165667183087108	8	6	8	3	6	ENSG00000198689	0.8201247284703244	False
0.0036783042445294833	0.004975124378109453	0.20719704961183072	0.18102818520800645	7	6	11	4	7	ENSG00000241058	0.8201247284703244	False
0.0006686053803660868	0.004975124378109453	0.07589577833570195	0.08511114249902614	8	7	19	10	19	ENSG00000258315	0.8201247284703244	False
0.0044148648395289855	0.004975124378109453	0.1437208539273544	0.15455062073789128	2	6	15	4	10	ENSG00000291215	0.8201247284703244	False
0.006772431640103618	0.009950248756218905	0.26226627834157495	0.2781051858363018	20	6	14	7	11	ENSG00000046651	0.8201247284703244	False
0.009863455914835832	0.009950248756218905	0.3206237547459438	0.28795867741970127	12	6	11	3	6	ENSG00000064995	0.8201247284703244	False
0.00859616271390595	0.009950248756218905	0.45358560403326675	0.5662830349531117	15	6	10	4	8	ENSG00000082701	0.8201247284703244	False
0.025670187589212853	0.009950248756218905	0.4725072723414675	0.4732039732039732	8	4	6	3	5	ENSG00000095951	0.8201247284703244	False
0.004002400327388568	0.009950248756218905	0.20907669513335625	0.16035328975873422	8	7	11	5	8	ENSG00000100359	0.8201247284703244	False
6.717553895310447e-05	0.009950248756218905	0.03620026185045362	0.018601336575754628	4	7	19	8	15	ENSG00000107874	0.8201247284703244	False
0.006461678892037004	0.009950248756218905	0.3274300914999727	0.3761867626656027	7	6	13	5	9	ENSG00000109519	0.8201247284703244	False
0.00483165508071696	0.009950248756218905	0.23251358658525942	0.21509194893557934	6	6	14	8	10	ENSG00000111790	0.8201247284703244	False
0.0066582173559379095	0.009950248756218905	0.3617509981840013	0.4930699498039606	23	6	15	8	12	ENSG00000114126	0.8201247284703244	False
0.03268473078181552	0.009950248756218905	0.5571381796447878	0.5115319763940744	9	6	10	3	6	ENSG00000115310	0.8201247284703244	False
