gene	n_donors	n_studies	n_donors_imbalanced	pooled_depth	pooled_ratio	study_baseline	pooled_deviation	pval	qval	sig_imbalanced	recurrent
ASB14	20.0	9.0	11.0	3694.0	0.5259880887926367	0.4949005237281357	0.031087565064501	0.00015739976914877564	0.0003197997481781939	False	True
NPIPA8	16.0	7.0	11.0	564.0	0.5691489361702128	0.48972258358737725	0.07942635258283554	0.00016107658049680374	0.00032698607016916673	False	True
CNTN1	21.0	7.0	11.0	5757.0	0.4611776967170401	0.4859655853412225	-0.024787888624182353	0.00016786056959969156	0.0003400380731766356	False	True
LINC01359	15.0	6.0	11.0	2291.0	0.5294631165429943	0.49016335067256356	0.039299765870430714	0.00016798995991476923	0.00034028175790217586	False	True
SLC20A1-DT	14.0	6.0	11.0	769.0	0.5604681404421327	0.49275282504945145	0.06771531539268122	0.00017265002481711678	0.0003492674062466842	False	True
ENSG00000290848	26.0	11.0	11.0	2872.0	0.5125348189415042	0.47758671806467456	0.034948100876829646	0.0001771312937776645	0.00035794584697225587	False	True
ZNF239	23.0	10.0	11.0	1594.0	0.44165621079046424	0.4882827662760603	-0.04662655548559608	0.00019597700312998516	0.00039411338737481297	False	True
KIF23-AS1	16.0	9.0	11.0	1100.0	0.43454545454545457	0.4906754772425091	-0.05613002269705453	0.0001961747867589284	0.0003944687293268827	False	True
TMED2-DT	20.0	8.0	11.0	1604.0	0.5386533665835411	0.4923986049225403	0.04625476166100084	0.00021103094639491902	0.0004227737662971672	False	True
NFATC3	56.0	14.0	11.0	50628.0	0.48970925179742436	0.4815226122334185	0.008186639564005838	0.00022725664421847512	0.0004536766270106844	False	True
IPO11	42.0	11.0	11.0	32084.0	0.47649918962722854	0.48678093176582854	-0.010281742138600003	0.00022904344377413559	0.00045709731431668884	False	True
ENSG00000290792	16.0	8.0	11.0	651.0	0.41781874039938555	0.48984322370078914	-0.0720244833014036	0.0002368035787427025	0.0004718039245251724	False	True
TGFBRAP1	24.0	9.0	11.0	3795.0	0.4624505928853755	0.4922463637901668	-0.029795770904791297	0.0002411374245579534	0.0004798764289046235	False	True
FAM221B	13.0	6.0	11.0	567.0	0.4126984126984127	0.4892569177189877	-0.07655850502057504	0.00026549786737121176	0.0005258100099350989	False	True
GAMT	41.0	12.0	11.0	5461.0	0.5083318073612891	0.483735324439652	0.02459648292163713	0.00027560169818298706	0.0005446671000167157	False	True
ENAH	30.0	10.0	11.0	55757.0	0.4865218716932403	0.49416162387724843	-0.007639752184008142	0.0003083487779734177	0.0006061508710069576	False	True
ZNF599	27.0	11.0	11.0	2234.0	0.45434198746642795	0.4924692807267747	-0.03812729326034675	0.00031263664256783697	0.0006138703742679413	False	True
ENSG00000224635	26.0	11.0	11.0	2125.0	0.4475294117647059	0.48649598506846503	-0.03896657330375913	0.0003258255513748526	0.0006383014071854132	False	True
SLC24A4	18.0	7.0	11.0	1416.0	0.4385593220338983	0.4862905119327957	-0.04773118989889741	0.0003261667005830456	0.0006388946705572824	False	True
RAI1-AS1	18.0	9.0	11.0	1135.0	0.44052863436123346	0.49384308708361835	-0.053314452722384886	0.00032742671433114867	0.000641262066410172	False	True
AMER2	16.0	4.0	11.0	2633.0	0.45499430307633876	0.48986091799798637	-0.03486661492164761	0.00034498953294671765	0.0006740004895410914	False	True
LRP5	42.0	12.0	11.0	16392.0	0.5043923865300146	0.49044197891766406	0.013950407612350557	0.0003531453810309318	0.000688994719463576	False	True
BAP1	16.0	10.0	11.0	996.0	0.5341365461847389	0.47771336827373273	0.056423177911006206	0.0003639754829585488	0.0007091305298320195	False	True
ENSG00000279175	22.0	6.0	11.0	1720.0	0.5284883720930232	0.4855396233112028	0.04294874878182042	0.00036537462162874367	0.000711597078144784	False	True
SMTNL1	23.0	9.0	11.0	1683.0	0.5175282234105764	0.4741544592539051	0.04337376415667127	0.0003659038876505864	0.0007125536853404825	False	True
UBXN7	38.0	11.0	11.0	18324.0	0.4671469111547697	0.48020787838711876	-0.013060967232349063	0.0004019505598937503	0.0007791813998458457	False	True
ENSG00000291258	32.0	11.0	11.0	4614.0	0.4612050281751192	0.48721977592694077	-0.026014747751821554	0.00040726158611723327	0.0007888229147681463	False	True
CFAP161	34.0	12.0	11.0	10183.0	0.4744181478935481	0.4918564095970251	-0.01743826170347701	0.000431731377819946	0.0008340594568664883	False	True
BTBD16	14.0	5.0	11.0	792.0	0.43308080808080807	0.4954512201317125	-0.062370412050904434	0.00044699025602331017	0.000861980230342859	False	True
LINC02933	13.0	5.0	11.0	2104.0	0.5237642585551331	0.485618759527856	0.0381454990272771	0.0004637434579325588	0.0008926769294925496	False	True
TPRG1	28.0	8.0	11.0	7673.0	0.47061123419783657	0.4904854086094719	-0.019874174411635304	0.0004969157429212646	0.0009528547827695323	False	True
TDRD9	16.0	5.0	11.0	1814.0	0.44377067254685776	0.4845304206040104	-0.040759748057152656	0.0005133992212056376	0.0009826717523560347	False	True
ARL8A	15.0	9.0	11.0	1435.0	0.5226480836236934	0.4769049402225605	0.04574314340113289	0.0005217562188878346	0.0009980831806170219	False	True
SPA17	14.0	10.0	11.0	830.0	0.5433734939759036	0.48406920715853785	0.05930428681736577	0.0006289432680543669	0.001190946524330894	False	True
IBA57	28.0	9.0	11.0	2740.0	0.45255474452554745	0.4851651542875786	-0.03261040976203117	0.0006366782361993291	0.001204861474250058	False	True
C12orf40	34.0	10.0	11.0	9751.0	0.47225925546097836	0.4895289590326281	-0.017269703571649753	0.0006462635390305465	0.001222320812497619	False	True
THBS4	34.0	10.0	11.0	5615.0	0.5146927871772039	0.4919656058910867	0.022727181286117226	0.0006580507716876614	0.001243420515261545	False	True
ENSG00000287952	14.0	4.0	11.0	684.0	0.4166666666666667	0.48172804423589355	-0.06506137756922686	0.0006606084189713899	0.0012480012116038654	False	True
ARHGAP17	55.0	14.0	11.0	46216.0	0.4769560325428423	0.484855407315669	-0.007899374772826706	0.000678904635267646	0.0012808197321772376	False	True
ENSG00000287720	33.0	10.0	11.0	7896.0	0.5029128672745694	0.4839089503666311	0.01900391690793829	0.0007272219735541714	0.0013674930964733035	False	True
ENSG00000257221	24.0	8.0	11.0	4135.0	0.49189842805320433	0.4657479864191775	0.026150441634026855	0.0007487590710383755	0.0014059430213239394	False	True
EBF3	27.0	10.0	11.0	15380.0	0.4774382314694408	0.4910088979865591	-0.013570666517118302	0.0007612654753292723	0.0014284226559400563	False	True
IQCC	13.0	9.0	11.0	534.0	0.5599250936329588	0.48734431878954926	0.07258077484340958	0.000792124854158991	0.0014832766837675117	False	True
ATP5MGL	12.0	8.0	11.0	457.0	0.40700218818380746	0.4852457998581128	-0.07824361167430532	0.0008175837985578525	0.0015281040177228381	False	True
ENSG00000248802	12.0	6.0	11.0	547.0	0.42230347349177333	0.49382551607814457	-0.07152204258637124	0.0008205305618050952	0.0015333208955118187	False	True
ENSG00000285878	30.0	9.0	11.0	2261.0	0.4564352056612119	0.4915591039891449	-0.035123898327933	0.0008355032383737642	0.0015588866336086564	False	True
SOX13	21.0	7.0	11.0	7823.0	0.47628786910392434	0.4951528538356533	-0.01886498473172893	0.0008460060841903801	0.0015776961391607972	False	True
MAPK8IP1	16.0	8.0	11.0	601.0	0.5474209650582362	0.479634395325217	0.06778656973301922	0.0008798290564057739	0.0016366928924288785	False	True
KLHL4	30.0	10.0	11.0	19888.0	0.5037711182622687	0.492028321578402	0.01174279668386674	0.0009247517874088643	0.001716249411007076	False	True
NRG1	45.0	11.0	11.0	48029.0	0.48025151470986277	0.4877864248503875	-0.007534910140524709	0.0009544675283935995	0.001768416488800957	False	True
RASL11B	20.0	9.0	11.0	1886.0	0.45227995758218453	0.49030012928276656	-0.03802017170058203	0.000956873200351	0.0017726103278275322	False	True
SCN2A	19.0	3.0	11.0	5888.0	0.46891983695652173	0.49021122018517693	-0.021291383228655203	0.0010825575035691502	0.001992811266717823	False	True
TSSK4	17.0	11.0	11.0	954.0	0.5429769392033543	0.49027808508151244	0.05269885412184189	0.0011298459319848565	0.0020744521319665033	False	True
ENSG00000265205	11.0	6.0	11.0	945.0	0.5312169312169313	0.4785320252180375	0.05268490599889375	0.001186325436142753	0.002171650579445232	False	True
