gene	n_donors	n_studies	n_donors_imbalanced	pooled_depth	pooled_ratio	study_baseline	pooled_deviation	pval	qval	sig_imbalanced	recurrent
CCK	6.0	4.0	6.0	441.0	0.30385487528344673	0.49228554480080117	-0.18843066951735443	2.4719294907379218e-15	1.02071782249155e-14	True	True
RPL39L	10.0	6.0	6.0	799.0	0.6132665832290363	0.4737583303208709	0.13950825290816538	2.8403021232209834e-15	1.1696005276283633e-14	True	True
ENSG00000234943	8.0	5.0	6.0	1269.0	0.6059889676910953	0.4963491568402387	0.10963981085085661	5.6461162431372795e-15	2.2966888371056893e-14	True	True
Tmem184c	6.0	3.0	6.0	415.0	0.6819277108433734	0.4902618432618401	0.19166586758153337	5.694228172386721e-15	2.3152526306221384e-14	True	True
KCNJ8	8.0	3.0	6.0	654.0	0.6498470948012233	0.49769880056475996	0.1521482942364633	7.139363675294047e-15	2.889650496658662e-14	True	True
Stau1	6.0	3.0	6.0	640.0	0.34375	0.49724931539645006	-0.15349931539645006	8.059750877715938e-15	3.254431028380551e-14	True	True
ACOT4	8.0	6.0	6.0	494.0	0.6639676113360324	0.4894470710195015	0.17452054031653091	8.52284442760094e-15	3.438083280417134e-14	True	True
ENSG00000289200	6.0	4.0	6.0	279.0	0.25806451612903225	0.4890813915727109	-0.23101687544367866	1.1694652664091811e-14	4.6837446952151047e-14	True	True
LUNAR1	8.0	6.0	6.0	293.0	0.6962457337883959	0.4712679711859509	0.22497776260244506	1.2122341331189518e-14	4.8508812931171746e-14	True	True
Copb2	6.0	3.0	6.0	692.0	0.35260115606936415	0.4987726118914917	-0.14617145582212754	1.467164519189451e-14	5.852858565462556e-14	True	True
Csnk1g2	6.0	3.0	6.0	1024.0	0.3681640625	0.48799958997530374	-0.11983552747530374	1.697531755776185e-14	6.753844177197571e-14	True	True
KASH5	6.0	4.0	6.0	964.0	0.6203319502074689	0.4970846005859209	0.12324734962154799	1.9575876376916637e-14	7.759629353134187e-14	True	True
Taf7	6.0	3.0	6.0	998.0	0.6122244488977956	0.49196474437691234	0.12025970452088325	2.9782150006423207e-14	1.1715898880142195e-13	True	True
ENSG00000267175	11.0	3.0	6.0	1126.0	0.3845470692717584	0.4975677431883604	-0.11302067391660198	3.3218995022861417e-14	1.3035015194340428e-13	True	True
SLC10A4	8.0	6.0	6.0	351.0	0.6837606837606838	0.482189180987066	0.2015715027736178	4.1032739995942934e-14	1.6018780957305977e-13	True	True
SMIM22	9.0	6.0	6.0	293.0	0.6928327645051194	0.4737545443049974	0.21907822020012202	5.895419149928587e-14	2.286483958687448e-13	True	True
Kifap3	6.0	3.0	6.0	901.0	0.6237513873473918	0.49918387595192176	0.12456751139547001	7.5340739696538e-14	2.9015684773504574e-13	True	True
ENSG00000271716	7.0	3.0	6.0	1037.0	0.3799421407907425	0.495457726357828	-0.11551558556708547	1.0062076637340473e-13	3.8505942250802273e-13	True	True
ENSG00000290404	7.0	5.0	6.0	381.0	0.29658792650918636	0.4859391157141584	-0.18935118920497201	1.4151454446733065e-13	5.379220442187521e-13	True	True
PALM3	10.0	5.0	6.0	666.0	0.34984984984984985	0.4929159575842621	-0.14306610773441225	1.5251251805826836e-13	5.790213965652065e-13	True	True
hsa-mir-423	6.0	5.0	6.0	901.0	0.3407325194228635	0.4629703295028995	-0.12223781008003604	1.8591882862137929e-13	7.027836909344217e-13	True	True
Gnl3	6.0	3.0	6.0	366.0	0.6830601092896175	0.4908226878671624	0.1922374214224551	1.8854602572567332e-13	7.122828708124058e-13	True	True
SOWAHD	7.0	4.0	6.0	415.0	0.2987951807228916	0.47759775662260795	-0.17880257589971638	3.047215068919295e-13	1.1405717467348482e-12	True	True
MEDAG	8.0	4.0	6.0	365.0	0.684931506849315	0.4966377465182673	0.18829376033104772	6.252619075040361e-13	2.3080282428239453e-12	True	True
ENSG00000255384	7.0	2.0	6.0	412.0	0.3106796116504854	0.4872033299683095	-0.1765237183178241	7.586358273814514e-13	2.7896176394571992e-12	True	True
Crnkl1	6.0	3.0	6.0	584.0	0.6352739726027398	0.48787718317705664	0.14739678942568313	1.0325002842952524e-12	3.773295383561913e-12	True	True
ENSG00000250081	6.0	6.0	6.0	989.0	0.3741152679474216	0.48681350583565486	-0.11269823788823324	1.3332135623469942e-12	4.844341598058929e-12	True	True
PCDHA5	7.0	4.0	6.0	584.0	0.3476027397260274	0.49221003735112046	-0.14460729762509306	2.748178475338145e-12	9.835765989552008e-12	True	True
ENSG00000286379	7.0	5.0	6.0	490.0	0.336734693877551	0.4942411385227361	-0.1575064446451851	3.0899730788941213e-12	1.1036882362465256e-11	True	True
ENSG00000286891	8.0	2.0	6.0	1004.0	0.3884462151394422	0.49834817058156416	-0.10990195544212195	3.2902080028125248e-12	1.1737522161063178e-11	True	True
ENSG00000253754	7.0	5.0	6.0	401.0	0.6583541147132169	0.48454712569395303	0.1738069890192639	3.3006102034215285e-12	1.177350850996439e-11	True	True
Fam204a	6.0	3.0	6.0	400.0	0.3275	0.5012743699703556	-0.17377436997035556	3.627126190053317e-12	1.2901314421603276e-11	True	True
Ccdc32	6.0	3.0	6.0	725.0	0.3696551724137931	0.4979168978518227	-0.1282617254380296	4.944338966344374e-12	1.747024671128291e-11	True	True
C10orf67-AS1	7.0	4.0	6.0	331.0	0.6827794561933535	0.49344691499888	0.18933254119447346	5.587122870950085e-12	1.9698662101074014e-11	True	True
ENSG00000214248	9.0	5.0	6.0	725.0	0.6151724137931035	0.4875491023773397	0.12762331141576377	6.2051842477908745e-12	2.1824306131894675e-11	True	True
ENSG00000229116	6.0	2.0	6.0	209.0	0.2631578947368421	0.49851786048399477	-0.23535996574715268	1.0094470149303917e-11	3.511711767886621e-11	True	True
LINC01719	7.0	6.0	6.0	794.0	0.6133501259445844	0.49263668964393437	0.12071343630065001	1.0199014448263758e-11	3.547421451908418e-11	True	True
GAL3ST1	7.0	6.0	6.0	656.0	0.625	0.49286600810293496	0.13213399189706504	1.2944990842830538e-11	4.478794455192386e-11	True	True
Pitpna	6.0	3.0	6.0	904.0	0.6039823008849557	0.4920339097907794	0.11194839109417637	1.6657996869681618e-11	5.7342805490766196e-11	True	True
KCNS1	8.0	3.0	6.0	523.0	0.6042065009560229	0.4578611733379294	0.1463453276180935	1.848713880910968e-11	6.349915528714207e-11	True	True
PTPRD-AS1	8.0	4.0	6.0	986.0	0.5973630831643002	0.4910466058245013	0.10631647733979888	2.4242185354158413e-11	8.275742381622601e-11	True	True
ENSG00000260337	6.0	3.0	6.0	342.0	0.6783625730994152	0.4985085059509213	0.1798540671484939	2.8874557409815083e-11	9.818609156486698e-11	True	True
Ing2	6.0	3.0	6.0	586.0	0.35665529010238906	0.49370121909616005	-0.137045928993771	3.2321168804585935e-11	1.095575766283369e-10	True	True
ENSG00000261338	6.0	4.0	6.0	176.0	0.7443181818181818	0.4947190123229453	0.24959916949523647	3.5201968421608566e-11	1.1914977822457794e-10	True	True
ENSG00000279494	6.0	4.0	6.0	216.0	0.7037037037037037	0.47910455113179445	0.22459915257190927	3.905676436542507e-11	1.3180380975307828e-10	True	True
ATP2A1-AS1	7.0	6.0	6.0	606.0	0.6122112211221122	0.4789934413938737	0.13321777972823856	5.21523182164289e-11	1.7459547119431706e-10	True	True
Ufl1	6.0	3.0	6.0	607.0	0.6194398682042833	0.4862977382194808	0.13314212998480252	5.273275759355163e-11	1.7649128950377798e-10	True	True
ENSG00000288577	9.0	5.0	6.0	386.0	0.3082901554404145	0.47500765455345934	-0.16671749911304484	5.411268022229043e-11	1.8099641788995138e-10	True	True
ENSG00000286271	15.0	7.0	6.0	939.0	0.3844515441959531	0.4914556828979585	-0.10700413870200537	5.422931048495957e-11	1.8137030944799878e-10	True	True
Ccdc92	6.0	3.0	6.0	369.0	0.3252032520325203	0.49558697251258615	-0.17038372048006584	5.902594602861303e-11	1.9709556186171854e-10	True	True
ENSG00000265801	10.0	5.0	6.0	535.0	0.6	0.4600468267615723	0.13995317323842765	8.30217245492941e-11	2.7510918643271976e-10	True	True
ENSG00000290937	8.0	5.0	6.0	367.0	0.6430517711171662	0.47409260773503176	0.1689591633821344	9.033991491843424e-11	2.98935873058567e-10	True	True
Mis12	6.0	3.0	6.0	285.0	0.3017543859649123	0.4931697480733091	-0.19141536210839682	1.0228853121824071e-10	3.373700101842803e-10	True	True
KCND1	9.0	5.0	6.0	368.0	0.6521739130434783	0.48566366007204764	0.16651025297143063	1.647304291871106e-10	5.371145105042042e-10	True	True
ENSG00000274092	7.0	2.0	6.0	464.0	0.5991379310344828	0.45235801721068847	0.1467799138237943	2.1201614355025053e-10	6.862554105473359e-10	True	True
LINC02913	10.0	6.0	6.0	447.0	0.3400447427293065	0.4883552006947284	-0.14831045796542186	3.5422069462683296e-10	1.1319753407467505e-09	True	True
ENSG00000291184	6.0	3.0	6.0	942.0	0.3821656050955414	0.4841178217824126	-0.10195221668687116	3.815407729817808e-10	1.217098475668286e-09	True	True
ENSG00000290659	9.0	5.0	6.0	382.0	0.3219895287958115	0.48002210206766377	-0.15803257327185227	6.314493409256902e-10	1.988191289298552e-09	True	True
ENSG00000286537	6.0	3.0	6.0	898.0	0.38641425389755013	0.4893095699929441	-0.10289531609539398	6.904314278084997e-10	2.168246757718232e-09	True	True
ENSG00000289243	7.0	3.0	6.0	556.0	0.6276978417266187	0.4974194858025853	0.13027835592403336	8.051017253360741e-10	2.5142209376053097e-09	True	True
ENSG00000267412	9.0	5.0	6.0	778.0	0.583547557840617	0.47373211518188413	0.10981544265873283	8.539559980592471e-10	2.662341777134133e-09	True	True
ENSG00000225676	7.0	6.0	6.0	684.0	0.6052631578947368	0.48803184466823335	0.11723131322650349	8.583094531327723e-10	2.675468481959733e-09	True	True
ENSG00000255241	11.0	5.0	6.0	903.0	0.3909191583610188	0.4928435618518513	-0.10192440349083248	8.995986668163451e-10	2.800206665468682e-09	True	True
LINC02361	8.0	6.0	6.0	533.0	0.3452157598499062	0.47704630112303525	-0.13183054127312904	1.1045924629141236e-09	3.4189549139586315e-09	True	True
RPL37A-DT	9.0	7.0	6.0	399.0	0.6390977443609023	0.48673708914903135	0.15236065521187092	1.1365648948682432e-09	3.5147182032808757e-09	True	True
POU4F1	8.0	5.0	6.0	879.0	0.5733788395904437	0.4711554527664287	0.102223386824015	1.2669252296538133e-09	3.903970306992046e-09	True	True
Akap8	6.0	3.0	6.0	661.0	0.37367624810892586	0.4914554923229811	-0.11777924421405522	1.386194366659366e-09	4.259215096375148e-09	True	True
ARHGAP5-AS1	9.0	6.0	6.0	722.0	0.6052631578947368	0.49258398937229775	0.11267916852243909	1.394979949396048e-09	4.285293517328892e-09	True	True
Utp11	6.0	3.0	6.0	805.0	0.39627329192546584	0.5028922577081849	-0.10661896578271907	1.4466692229381674e-09	4.438865001350946e-09	True	True
Vps41	6.0	3.0	6.0	488.0	0.3668032786885246	0.5037320751304563	-0.13692879644193168	1.4495332095614136e-09	4.447255845489159e-09	True	True
ENSG00000290121	8.0	6.0	6.0	593.0	0.6003372681281619	0.476403152215854	0.12393411591230791	1.5153850257529363e-09	4.64624524613178e-09	True	True
Naa50	6.0	3.0	6.0	471.0	0.6369426751592356	0.4978806080280235	0.13906206713121216	1.5792957622615021e-09	4.83585816719978e-09	True	True
Cenpu	6.0	3.0	6.0	270.0	0.6777777777777778	0.49456860437610933	0.18320917340166848	1.7310397755758308e-09	5.288817018060567e-09	True	True
ENSG00000278002	7.0	6.0	6.0	400.0	0.63	0.4803547918324083	0.1496452081675917	2.0928187255756695e-09	6.367117630298722e-09	True	True
ENSG00000278291	7.0	6.0	6.0	403.0	0.32754342431761785	0.47411945268612077	-0.14657602836850292	3.795084564077318e-09	1.1345832118653843e-08	True	True
ENSG00000271732	7.0	3.0	6.0	434.0	0.3225806451612903	0.4634930311711415	-0.14091238600985118	3.935683695796021e-09	1.1749270364494386e-08	True	True
MT1JP	6.0	2.0	6.0	366.0	0.33879781420765026	0.4926025875878195	-0.15380477338016924	3.967052803550736e-09	1.1838194340792055e-08	True	True
ENSG00000250838	7.0	4.0	6.0	606.0	0.6039603960396039	0.4849432327250371	0.11901716331456685	4.56318653812248e-09	1.3572750164866251e-08	True	True
ENSG00000290084	6.0	2.0	6.0	310.0	0.29354838709677417	0.4584361300804495	-0.1648877429836753	5.661456163123439e-09	1.6719818639455637e-08	True	True
ENSG00000289505	9.0	6.0	6.0	665.0	0.6	0.4874773076889861	0.11252269231101386	6.428921952356102e-09	1.8905770246593066e-08	True	True
RN7SL832P	8.0	7.0	6.0	521.0	0.6161228406909789	0.48906625878567905	0.12705658190529984	6.567409082514414e-09	1.9299372511960162e-08	True	True
Slc25a20	6.0	3.0	6.0	451.0	0.6252771618625277	0.48961944864240536	0.13565771322012232	8.258140928382053e-09	2.4101274792154017e-08	True	True
ITFG1-AS1	17.0	10.0	6.0	797.0	0.5759096612296111	0.4753288551522561	0.10058080607735498	1.3008190790289385e-08	3.744433439134308e-08	True	True
LINC01563	11.0	6.0	6.0	796.0	0.5891959798994975	0.4888551771147984	0.10034080278469903	1.4846162379055054e-08	4.255164435516661e-08	True	True
PLGLB2	8.0	6.0	6.0	567.0	0.6119929453262787	0.4946271743115609	0.11736577101471779	2.2746972065412658e-08	6.442191808549048e-08	True	True
Pdxdc1	6.0	3.0	6.0	430.0	0.3581395348837209	0.49290491631752315	-0.13476538143380223	2.274993754548038e-08	6.442543999880021e-08	True	True
ENSG00000288581	6.0	4.0	6.0	350.0	0.64	0.4916177158326326	0.14838228416736743	2.812309553193209e-08	7.915636946718115e-08	True	True
ENSG00000260310	8.0	4.0	6.0	666.0	0.6021021021021021	0.49550691242650574	0.10659518967559639	3.754619782985777e-08	1.0468671225904527e-07	True	True
Ubl5	6.0	3.0	6.0	479.0	0.3653444676409186	0.4878151215452298	-0.12247065390431122	8.212578428601459e-08	2.2382985278709468e-07	True	True
C2CD4D-AS1	6.0	5.0	6.0	234.0	0.6666666666666666	0.4915435114969686	0.175123155169698	8.391352414474898e-08	2.2856905255356606e-07	True	True
LNX1-AS2	8.0	2.0	6.0	659.0	0.3930197268588771	0.4973197591152444	-0.1043000322563673	8.553360579421883e-08	2.3281244440496855e-07	True	True
Tmco3	6.0	3.0	6.0	377.0	0.6339522546419099	0.49609634885429643	0.13785590578761342	8.62603553889692e-08	2.3467106790360522e-07	True	True
ENSG00000233891	7.0	3.0	6.0	477.0	0.3689727463312369	0.49142485790936485	-0.12245211157812796	8.816064507063291e-08	2.395794984978015e-07	True	True
ENSG00000249875	10.0	7.0	6.0	454.0	0.36123348017621143	0.4864875582797914	-0.12525407810357997	9.315362894860964e-08	2.5257939177565254e-07	True	True
ENSG00000267260	8.0	6.0	6.0	567.0	0.37566137566137564	0.4876358621160725	-0.11197448645469688	9.593986446143999e-08	2.5987041401757596e-07	True	True
ENSG00000287676	10.0	5.0	6.0	614.0	0.38925081433224756	0.4963267035293919	-0.10707588919714434	1.1167963186230273e-07	3.0108757934342534e-07	True	True
Nfrkb	6.0	3.0	6.0	524.0	0.37786259541984735	0.49362755045921497	-0.11576495503936762	1.1555406257365503e-07	3.1124146938257165e-07	True	True
ENSG00000274987	8.0	5.0	6.0	306.0	0.6339869281045751	0.4827795658070711	0.15120736229750403	1.2016974590556747e-07	3.2318509510184064e-07	True	True
PCDHGA11	9.0	4.0	6.0	663.0	0.3951734539969834	0.497379023925348	-0.1022055699283646	1.4140690826402083e-07	3.781530607317804e-07	True	True
ENSG00000289188	9.0	3.0	6.0	543.0	0.6077348066298343	0.4950164074523401	0.11271839917749416	1.492596077447662e-07	3.9841251507244254e-07	True	True
ENSG00000287912	7.0	5.0	6.0	592.0	0.38513513513513514	0.49275106445256306	-0.10761592931742792	1.6288308132231588e-07	4.337250364866877e-07	True	True
ENSG00000241169	6.0	2.0	6.0	424.0	0.3632075471698113	0.4902006454962898	-0.12699309832647848	1.6868620094786543e-07	4.4844352767261515e-07	True	True
Stk38	6.0	3.0	6.0	563.0	0.38543516873889877	0.49537969244160013	-0.10994452370270136	1.811910740090733e-07	4.804921705329562e-07	True	True
KLHL30	6.0	2.0	6.0	410.0	0.624390243902439	0.4983148892785005	0.12607535462393854	3.2958663039271987e-07	8.560557984133019e-07	True	True
FXYD6-AS1	9.0	4.0	6.0	341.0	0.3519061583577713	0.4893503799409728	-0.13744422158320152	3.8285077236643234e-07	9.900035695687377e-07	True	True
Cep104	6.0	3.0	6.0	300.0	0.6366666666666667	0.4909339104483374	0.14573275621832932	4.437549851920578e-07	1.142519458502673e-06	True	True
HCN4	10.0	6.0	6.0	365.0	0.6219178082191781	0.49050498031700984	0.13141282790216824	5.108754112233764e-07	1.3080410258620835e-06	True	True
ODAD1	7.0	5.0	6.0	390.0	0.6	0.47327164622839496	0.12672835377160502	5.371732043009524e-07	1.3732123147663387e-06	True	True
GPR4	8.0	4.0	6.0	445.0	0.6157303370786517	0.49743793257777424	0.11829240450087741	6.012116035435671e-07	1.5321027207861711e-06	True	True
ZNF687-AS1	10.0	7.0	6.0	612.0	0.5849673202614379	0.4848929278661385	0.10007439239529942	7.282701596868891e-07	1.8415942163209622e-06	True	True
ZC3H12A	9.0	5.0	6.0	486.0	0.3497942386831276	0.46169854087171597	-0.11190430218858838	7.47905936406111e-07	1.8893322942836166e-06	True	True
GJC2	7.0	5.0	6.0	341.0	0.6187683284457478	0.4855281657787442	0.13324016266700361	8.525465994434089e-07	2.1439730486742266e-06	True	True
ENSG00000267096	7.0	4.0	6.0	354.0	0.3502824858757062	0.4807261753806124	-0.1304436895049062	9.005199220280282e-07	2.2585435636599194e-06	True	True
ENSG00000236754	10.0	6.0	6.0	505.0	0.6	0.49148080562447266	0.10851919437552732	1.0714558437242543e-06	2.670570402233539e-06	True	True
Ranbp9	6.0	3.0	6.0	313.0	0.35782747603833864	0.495427138704836	-0.13759966266649737	1.121776243103698e-06	2.7915702118872536e-06	True	True
ENSG00000273369	7.0	6.0	6.0	251.0	0.6454183266932271	0.49214272352119315	0.15327560317203393	1.1900668509482634e-06	2.9550272914938466e-06	True	True
ENSG00000273402	8.0	3.0	6.0	384.0	0.3697916666666667	0.49356389256106664	-0.12377222589439996	1.2267793162717201e-06	3.043157735086283e-06	True	True
ENSG00000289000	7.0	6.0	6.0	207.0	0.6521739130434783	0.4848088025529014	0.1673651104905769	1.448928520071436e-06	3.572196927943646e-06	True	True
S1PR1-DT	10.0	5.0	6.0	404.0	0.6039603960396039	0.4843310789351428	0.11962931710446112	1.4987510333081837e-06	3.6925964645874947e-06	True	True
ENSG00000260279	7.0	5.0	6.0	404.0	0.3589108910891089	0.4774800539080209	-0.118569162818912	1.8307404773730006e-06	4.477523529932725e-06	True	True
Glul	6.0	3.0	6.0	497.0	0.38832997987927564	0.49433244206185506	-0.10600246218257942	2.2827131283090615e-06	5.5405586568721076e-06	True	True
Krr1	6.0	3.0	6.0	412.0	0.3762135922330097	0.49153555067228405	-0.11532195843927434	2.8376918008740116e-06	6.82735764450525e-06	True	True
MMP2-AS1	8.0	3.0	6.0	420.0	0.3595238095238095	0.4733065720983626	-0.11378276257455305	3.006637786311633e-06	7.219905832414463e-06	True	True
Xrcc6	6.0	3.0	6.0	347.0	0.3659942363112392	0.49042727009500714	-0.12443303378376797	3.5399672763391425e-06	8.443699837066748e-06	True	True
C1orf115	7.0	4.0	6.0	515.0	0.3941747572815534	0.49467454757972995	-0.10049979029817657	5.0749540800441135e-06	1.1929346416086606e-05	True	True
CFAP157	8.0	5.0	6.0	350.0	0.36857142857142855	0.4903647548469722	-0.12179332627554362	5.165892839575159e-06	1.2136247682575948e-05	True	True
IGHA1	6.0	4.0	6.0	265.0	0.6264150943396226	0.4876514702161	0.1387636241235226	6.207528283156829e-06	1.4463486780066803e-05	True	True
ENSG00000289926	7.0	2.0	6.0	297.0	0.367003367003367	0.498104827450073	-0.131101460446706	6.22040960996161e-06	1.4491695240144063e-05	True	True
ZNF835	11.0	6.0	6.0	337.0	0.36795252225519287	0.4907323218406103	-0.1227797995854174	6.5241565296367345e-06	1.5175711318393437e-05	True	True
ENSG00000287188	9.0	5.0	6.0	294.0	0.36394557823129253	0.4943977890476639	-0.13045221081637137	7.682013467524327e-06	1.7750897596802293e-05	True	True
ENSG00000259767	9.0	4.0	6.0	327.0	0.5840978593272171	0.461182818763604	0.12291504056361313	8.24054323101468e-06	1.8994573988936315e-05	True	True
SMIM10L2B	6.0	3.0	6.0	381.0	0.5905511811023622	0.47755284958709526	0.11299833151526689	1.0066917720415367e-05	2.3035516268689436e-05	True	True
ENSG00000291156	9.0	6.0	6.0	473.0	0.5835095137420718	0.48215348948174036	0.10135602426033147	1.0265372983325715e-05	2.3460932757383887e-05	True	True
LINC02734	8.0	6.0	6.0	319.0	0.36363636363636365	0.4870669692956136	-0.12343060565924996	1.0310462601135356e-05	2.3558226456273547e-05	True	True
FER1L6	10.0	6.0	6.0	419.0	0.38663484486873506	0.49428751703173734	-0.10765267216300228	1.045811489635725e-05	2.387809659164011e-05	True	True
Fbxo25	6.0	3.0	6.0	324.0	0.6203703703703703	0.4989152432982906	0.12145512707207973	1.2289100109772758e-05	2.7874912434504262e-05	True	True
ENSG00000270137	9.0	3.0	6.0	266.0	0.6015037593984962	0.46848626321775744	0.13301749618073877	1.3767093681539935e-05	3.108229604723731e-05	True	True
GPR151	7.0	5.0	6.0	451.0	0.3924611973392461	0.4937340289077802	-0.10127283156853406	1.69453245099501e-05	3.797372523597167e-05	True	True
ENSG00000229848	7.0	5.0	6.0	356.0	0.601123595505618	0.48732272940680893	0.11380086609880907	1.7409437370300505e-05	3.895079227469912e-05	True	True
ENSG00000259755	7.0	5.0	6.0	423.0	0.5886524822695035	0.48440751271224924	0.10424496955725426	1.7859943742865136e-05	3.990384540423379e-05	True	True
GML	7.0	3.0	6.0	230.0	0.5956521739130435	0.4568258095364176	0.13882636437662588	2.3725049733724318e-05	5.2478435458900114e-05	True	True
Sin3a	6.0	3.0	6.0	280.0	0.6178571428571429	0.4923908475738611	0.1254662952832818	2.6763303553434685e-05	5.8878638351958534e-05	True	True
ENSG00000287303	6.0	2.0	6.0	216.0	0.35648148148148145	0.49841132616028544	-0.14192984467880398	3.020842085548419e-05	6.606933222119255e-05	True	True
ENSG00000272438	7.0	4.0	6.0	423.0	0.5957446808510638	0.4945276619044131	0.1012170189466507	3.131274916367595e-05	6.837670771325642e-05	True	True
ENSG00000254964	9.0	4.0	6.0	396.0	0.601010101010101	0.49692508576961414	0.10408501524048686	3.4337612074778814e-05	7.470297451900507e-05	True	True
MELTF-AS1	9.0	7.0	6.0	361.0	0.3767313019390582	0.48560446968333126	-0.10887316774427308	3.4898086805772115e-05	7.589142213530739e-05	True	True
ENSG00000234425	8.0	3.0	6.0	409.0	0.3643031784841076	0.4662347473030298	-0.10193156881892218	3.591355998267505e-05	7.803169841764152e-05	True	True
OLAH	7.0	6.0	6.0	244.0	0.3524590163934426	0.4846510952574937	-0.1321920788640511	3.599964762539955e-05	7.819604156193463e-05	True	True
ENSG00000265254	7.0	6.0	6.0	327.0	0.37003058103975534	0.47922195988204386	-0.10919137884228852	7.735169702013363e-05	0.00016218974131407195	True	True
TSPAN14-AS1	6.0	3.0	6.0	333.0	0.3663663663663664	0.47449747764866845	-0.10813111128230207	7.764385436095078e-05	0.00016277496559169457	True	True
ENSG00000228086	8.0	5.0	6.0	197.0	0.34517766497461927	0.4831320865612652	-0.13795442158664595	0.0001067251318940518	0.00022098067569540386	True	True
SMAD1-AS1	8.0	3.0	6.0	313.0	0.3769968051118211	0.48625195056257897	-0.10925514545075787	0.00011004527272942817	0.00022757814941253343	True	True
ENSG00000234139	7.0	5.0	6.0	348.0	0.3793103448275862	0.4825651275969987	-0.10325478276941252	0.00011585733178624848	0.0002389505577852647	True	True
ENSG00000224649	6.0	3.0	6.0	187.0	0.6096256684491979	0.46940787319153765	0.1402177952576602	0.00012198748742112773	0.00025095737844952405	True	True
Mtrex	6.0	3.0	6.0	364.0	0.5934065934065934	0.4930625026729725	0.10034409073362088	0.00012853172727764485	0.00026366657032145854	True	True
SLC1A7	6.0	3.0	6.0	260.0	0.38076923076923075	0.49323798058362744	-0.1124687498143967	0.0002863561857356586	0.0005649362873345462	True	True
ATXN7L3-AS1	6.0	6.0	6.0	180.0	0.35555555555555557	0.48504035623794606	-0.1294848006823905	0.0005089561981493976	0.0009748935726083914	True	True
ENSG00000240143	6.0	4.0	6.0	208.0	0.5817307692307693	0.46347199908778786	0.11825877014298142	0.0006256501072743023	0.001185070559594392	True	True
LTB4R2	8.0	6.0	6.0	210.0	0.3761904761904762	0.492336640489389	-0.11614616429891284	0.0007609240480683757	0.001427853616454099	True	True
ENSG00000267277	7.0	5.0	6.0	265.0	0.37735849056603776	0.4783207224859867	-0.10096223191994896	0.001001210729177259	0.0018500740533468562	True	True
Agpat1	6.0	3.0	6.0	185.0	0.6108108108108108	0.49208168551520376	0.11872912529560703	0.0012370950029567816	0.002258510273037376	True	True
ENSG00000289540	6.0	4.0	6.0	195.0	0.3641025641025641	0.4786765846177927	-0.11457402051522864	0.001361021878122336	0.002468258134358354	True	True
C8G	7.0	3.0	6.0	175.0	0.3657142857142857	0.472516793283187	-0.1068025075689013	0.004654696565874554	0.007839897002439741	True	True
ABCB5	11.0	4.0	5.0	6036.0	0.24801192842942346	0.4971361529513249	-0.24912422452190144	0.0	0.0	True	True
CSAG1	5.0	4.0	5.0	7825.0	0.8999361022364217	0.46675442990785704	0.4331816723285647	0.0	0.0	True	True
DUSP2	9.0	7.0	5.0	12674.0	0.04260691178791226	0.4804665262761634	-0.4378596144882511	0.0	0.0	True	True
ENSG00000289512	10.0	3.0	5.0	17750.0	0.3384788732394366	0.4979428228470065	-0.15946394960756993	0.0	0.0	True	True
Jpt1	5.0	2.0	5.0	6401.0	0.9209498515856898	0.5077797652252197	0.41317008636047003	0.0	0.0	True	True
MAGEA10	5.0	4.0	5.0	3808.0	0.9298844537815126	0.46626779886154823	0.4636166549199644	0.0	0.0	True	True
MAGEA12	5.0	4.0	5.0	4974.0	0.9503417772416566	0.4706525607684508	0.4796892164732058	0.0	0.0	True	True
Marcksl1	5.0	3.0	5.0	5338.0	0.797677032596478	0.508256561355708	0.2894204712407701	0.0	0.0	True	True
PKLR	6.0	3.0	5.0	2282.0	0.057843996494303246	0.46663182342562254	-0.4087878269313193	0.0	0.0	True	True
TRAC	7.0	4.0	5.0	3942.0	0.1504312531709792	0.47903126655872197	-0.3286000133877428	0.0	0.0	True	True
Tlcd3b	5.0	3.0	5.0	5020.0	0.14282868525896414	0.4728250501105271	-0.329996364851563	0.0	0.0	True	True
Tram1	6.0	3.0	5.0	4184.0	0.06835564053537285	0.48566062919924724	-0.4173049886638744	0.0	0.0	True	True
Rps5	5.0	3.0	5.0	11442.0	0.33342073064149624	0.5072382067567239	-0.1738174761152277	1.0100956337760237e-302	5.841225369046357e-301	True	True
PRIMA1	11.0	5.0	5.0	4302.0	0.21548117154811716	0.4983630339809881	-0.28288186243287095	2.0540435412544242e-301	1.182339063015912e-299	True	True
Pabpc1	6.0	3.0	5.0	9645.0	0.2982892690513219	0.4867683266245015	-0.18847905757317956	3.29411728920438e-300	1.8874333595035508e-298	True	True
SLC7A14-AS1	13.0	6.0	5.0	7777.0	0.7021987913077022	0.4957157383990218	0.20648305290868046	2.0763993187547188e-290	1.1324851386473443e-288	True	True
ENSG00000265975	8.0	3.0	5.0	3678.0	0.1519847743338771	0.4494698063995742	-0.2974850320656971	5.069692512469164e-288	2.745044071693687e-286	True	True
Nfix	5.0	3.0	5.0	3191.0	0.8267000940144156	0.5072195674026055	0.31948052661181003	2.4384832921893357e-285	1.2978072884390326e-283	True	True
